time,MODE,POSITION,VELOCITY,TORQUE,Q_CURRENT,D_CURRENT,POWER,VOLTAGE,TEMPERATURE,FAULT
0.0038259029388427734,0,2814.41015625,-0.37722814083099365,0.0,-0.4281480312347412,-0.3373867869377136,-0.08036544173955917,37.0,38.0,0
0.03151249885559082,10,2814.410400390625,-0.2416519671678543,0.004945310298353434,0.8642479181289673,0.4925268888473511,0.12052704393863678,37.0,38.0,0
0.0590670108795166,10,2814.415283203125,-0.19379933178424835,0.03512249141931534,6.138045310974121,-0.40639981627464294,1.01522696018219,37.0,38.0,0
0.08661341667175293,10,2814.434814453125,1.48130464553833,0.0047559975646436214,0.8311634063720703,0.1474049687385559,0.11594170331954956,37.0,38.0,0
0.11416268348693848,10,2814.479736328125,2.1743581295013428,0.002738968003541231,0.4786650538444519,0.4145790934562683,0.05751175805926323,36.5,38.0,0
0.14172768592834473,10,2814.54150390625,2.4488234519958496,0.010453167371451855,1.8268070220947266,-0.5482568740844727,0.33607858419418335,37.0,38.0,0
0.1692495346069336,10,2814.617431640625,2.963380813598633,0.009855798445641994,1.7224102020263672,-0.14839321374893188,0.30943673849105835,37.0,38.0,0
0.19678187370300293,10,2814.706787109375,3.635876178741455,0.013917127624154091,2.4321725368499756,-0.24307172000408173,0.46716058254241943,36.5,38.0,0
0.2243349552154541,10,2814.8125,3.7202112674713135,0.024266786873340607,4.2408905029296875,-0.9030470848083496,1.0720202922821045,37.0,38.0,0
0.25181102752685547,10,2814.934326171875,4.680123805999756,0.0105276545509696,1.8398245573043823,0.6526463627815247,0.5302042365074158,37.0,38.0,0
0.27930784225463867,10,2815.0703125,4.990240573883057,0.016790442168712616,2.9343161582946777,0.9553618431091309,0.7384313941001892,37.0,38.0,0
0.30673909187316895,10,2815.2177734375,5.152237892150879,0.026369333267211914,4.608333587646484,-0.3378337621688843,1.599168300628662,37.0,38.0,0
