time,MODE,POSITION,VELOCITY,TORQUE,Q_CURRENT,D_CURRENT,POWER,VOLTAGE,TEMPERATURE,FAULT
0.00344085693359375,0,1414.894287109375,0.02358522266149521,0.0,-0.21690748631954193,-0.08811064064502716,-0.013212921097874641,33.0,32.0,0
0.031033754348754883,10,1414.89599609375,0.27899977564811707,0.011520070023834705,1.6027673482894897,0.24926120042800903,0.07994875311851501,33.0,32.0,0
0.05867767333984375,10,1414.9119873046875,0.8867846131324768,0.012940854765474796,1.800438642501831,-0.4962082505226135,0.5078527927398682,33.0,32.0,0
0.0862283706665039,10,1414.9454345703125,1.4152036905288696,0.012236285023391247,1.7024130821228027,0.627230167388916,0.09680290520191193,33.0,32.0,0
0.1138315200805664,10,1414.991943359375,1.8981422185897827,0.021063223481178284,2.9304895401000977,-0.021520888432860374,0.6302356719970703,33.0,32.0,0
0.1413731575012207,10,1415.0538330078125,2.4218342304229736,0.023919103667140007,3.3278234004974365,0.46265909075737,0.7106949090957642,33.0,32.0,0
0.16895079612731934,10,1415.1319580078125,2.9501595497131348,0.029710078611969948,4.133511543273926,-0.08296041190624237,0.7885345816612244,33.0,32.0,0
0.19652056694030762,10,1415.2252197265625,3.579296112060547,0.018016355112195015,2.7555999755859375,0.15994395315647125,0.4474976658821106,33.0,32.0,0
0.22412490844726562,10,1415.3328857421875,4.11175012588501,0.03369826823472977,4.688381195068359,-0.5674315690994263,0.8803678750991821,33.0,32.0,0
0.25170111656188965,10,1415.4569091796875,4.681155204772949,0.022181732580065727,2.570526599884033,0.682697057723999,0.655903160572052,33.0,32.0,0
0.27918338775634766,10,1415.5953369140625,5.3410468101501465,0.019548119977116585,2.719695806503296,0.12027621269226074,0.5221056938171387,33.0,32.0,0
0.3067610263824463,10,1415.7484130859375,5.90159797668457,0.027431175112724304,3.8164517879486084,0.3527471721172333,0.8139966726303101,33.0,32.0,0
0.3343346118927002,10,1415.918212890625,6.389750003814697,0.006316853687167168,0.8788528442382812,-0.24780768156051636,0.37552952766418457,33.0,30.0,0
0.3618345260620117,10,1416.10107421875,6.856948375701904,0.037104055285453796,5.162222862243652,-0.8279563188552856,2.0720791816711426,33.0,32.0,0
0.3895223140716553,10,1416.301513671875,7.4401535987854,0.021731829270720482,3.0235116481781006,-1.211499810218811,1.3316271305084229,32.5,32.0,0
0.4169595241546631,10,1416.516357421875,7.661810874938965,0.04812902584671974,6.696107387542725,-0.2184111326932907,3.6690595149993896,33.0,32.0,0
0.44460630416870117,10,1416.7449951171875,8.511186599731445,0.031684186309576035,4.40816593170166,0.18740592896938324,2.3248212337493896,33.0,32.0,0
0.4721975326538086,10,1416.9918212890625,8.85143756866455,0.04169107601046562,5.8004069328308105,0.1868470162153244,2.239366292953491,33.0,32.0,0
0.4996931552886963,10,1417.2503662109375,9.655781745910645,0.04319367930293083,6.009461402893066,0.5485221147537231,2.802140712738037,33.0,32.0,0
0.5272088050842285,10,1417.52685546875,9.914512634277344,0.046707551926374435,6.761008262634277,0.4767459034919739,4.125074863433838,33.0,32.0,0
0.5546612739562988,10,1417.8154296875,10.946882247924805,0.02374119497835636,3.3030710220336914,0.5558361411094666,1.5593039989471436,33.0,32.0,0
0.5822150707244873,10,1418.120361328125,11.080977439880371,0.0514407642185688,7.156864166259766,-0.7614961862564087,4.54127836227417,33.0,32.0,0
0.6097054481506348,10,1418.4427490234375,12.078006744384766,0.00461237458512187,0.6417116522789001,-0.9521490335464478,0.2778347432613373,33.0,32.0,0
0.6372852325439453,10,1418.7755126953125,12.882948875427246,0.01683110184967518,2.341681957244873,-0.6360263228416443,0.6982089281082153,33.0,32.0,0
0.6648271083831787,10,1419.128173828125,12.754952430725098,0.05156300589442253,7.1738715171813965,-0.21838872134685516,4.892923355102539,33.0,32.0,0
0.692528486251831,10,1419.49658203125,13.551650047302246,0.012505024671554565,1.739802360534668,-0.06161819398403168,1.2714061737060547,33.0,32.0,0
0.7200775146484375,10,1419.8775634765625,14.541523933410645,0.006811619736254215,0.9476888179779053,0.6719343066215515,0.5731414556503296,33.0,32.0,0
0.747645378112793,10,1420.2733154296875,14.885856628417969,0.026214387267827988,3.6471619606018066,-0.24189743399620056,2.663445234298706,33.0,32.0,0
0.7751052379608154,10,1420.6864013671875,15.034762382507324,0.04473159834742546,6.2234296798706055,0.3496733605861664,4.916894435882568,33.0,32.0,0
0.8026895523071289,10,1421.113525390625,15.723024368286133,0.024982869625091553,3.475823163986206,-1.9975531101226807,2.0583434104919434,33.0,32.0,0
0.830235481262207,10,1421.5577392578125,16.559505462646484,0.005304422695189714,0.7379950881004333,-0.7109524011611938,0.4320317506790161,33.0,32.0,0
0.8580174446105957,10,1422.018310546875,17.156686782836914,-0.00038699901779182255,-0.05384249985218048,0.916231632232666,-0.05027031898498535,33.0,32.0,0
0.8854954242706299,10,1422.490234375,17.73099136352539,0.008423063904047012,1.1718862056732178,-1.2675743103027344,0.8895637392997742,33.0,32.0,0
0.912954568862915,10,1422.977783203125,18.26663589477539,0.009642722085118294,1.3415751457214355,-0.33708322048187256,1.2774550914764404,33.0,32.0,0
0.9404435157775879,10,1423.4798583984375,18.973846435546875,0.0009375022491440177,0.13043305277824402,0.2995448410511017,0.06433118134737015,33.0,32.0,0
0.96795654296875,10,1423.9981689453125,19.45060920715332,0.003180459840223193,0.326485812664032,0.26340770721435547,0.20620238780975342,33.0,32.0,0
0.9955246448516846,10,1424.52978515625,19.91741371154785,0.009545308537781239,1.3280221223831177,-0.45782777667045593,1.2719297409057617,33.0,32.0,0
