time,MODE,POSITION,VELOCITY,TORQUE,Q_CURRENT,D_CURRENT,POWER,VOLTAGE,TEMPERATURE,FAULT
0.0031671524047851562,0,-0.3954010009765625,-0.009413480758666992,0.0,2.3088221041689394e-06,-2.6662746677175164e-08,0.0,39.0,32.0,0
0.03075861930847168,10,-0.3952484130859375,0.06810693442821503,0.00013713445514440536,0.02396576851606369,-0.1593405306339264,-0.003167340299114585,39.0,32.0,0
0.05836987495422363,10,-0.3944244384765625,-0.10090193897485733,0.005220871418714523,0.912405252456665,-0.08373381942510605,0.09032309055328369,39.0,32.0,0
0.08592629432678223,10,-0.3860931396484375,0.512522280216217,0.014789149165153503,2.5845680236816406,-0.03671761974692345,0.4230847656726837,39.0,32.0,0
0.11351609230041504,10,-0.36553955078125,1.1967270374298096,0.029314754530787468,5.1230788230896,-0.07941729575395584,0.7952801585197449,39.0,32.0,0
0.14100074768066406,10,-0.3084869384765625,2.7315876483917236,0.029945626854896545,5.233330726623535,-0.788280725479126,1.255993127822876,39.0,32.0,0
0.16843724250793457,10,-0.2099761962890625,4.468097686767578,0.014381706714630127,2.5133628845214844,0.0611245296895504,0.6758926510810852,39.0,32.0,0
0.19601798057556152,10,-0.0930023193359375,4.869558811187744,0.004198166541755199,0.7336761951446533,-0.08341427892446518,0.07595416903495789,39.0,32.0,0
0.223541259765625,10,0.019561767578125,3.7232017517089844,0.0005002550897188485,0.08742513507604599,-0.3656708598136902,-0.01324858982115984,39.0,32.0,0
0.25107407569885254,10,0.117401123046875,3.584913492202759,0.008443320170044899,1.475563883781433,0.08094698190689087,0.22894245386123657,39.0,32.0,0
0.27853989601135254,10,0.2184906005859375,4.23512077331543,0.02838127128779888,4.95994234085083,-0.1811681091785431,1.2903058528900146,39.0,32.0,0
0.30597543716430664,10,0.351593017578125,5.483316421508789,0.03439907729625702,6.01162052154541,-0.30229997634887695,2.258904457092285,39.0,32.0,0
0.333416223526001,10,0.530609130859375,7.209320068359375,0.024355502799153328,4.256394386291504,0.09327663481235504,1.7177585363388062,39.0,32.0,0
0.3609497547149658,10,0.7341156005859375,7.442933082580566,0.010535449720919132,1.841186761856079,0.7983083724975586,0.7335109114646912,39.0,32.0,0
0.38837099075317383,10,0.94744873046875,7.63430643081665,0.0033324488904327154,0.5823824405670166,-0.46648550033569336,0.16208931803703308,39.0,32.0,0
0.4158596992492676,10,1.15533447265625,7.414392948150635,0.006618936080485582,1.1567325592041016,-0.3570435047149658,0.2950552701950073,39.0,32.0,0
0.4435431957244873,10,1.356597900390625,6.959054946899414,0.016937661916017532,2.9600443840026855,0.6704475283622742,1.1577905416488647,39.0,32.0,0
0.47123122215270996,10,1.5764312744140625,8.540593147277832,0.02750786766409874,4.807305335998535,-0.17473679780960083,2.3893063068389893,39.0,32.0,0
0.49884939193725586,10,1.8219757080078125,9.124200820922852,0.032043714076280594,5.599994659423828,-0.4245683550834656,2.806398630142212,38.5,32.0,0
0.5264031887054443,10,2.111175537109375,10.721064567565918,0.02793404459953308,4.881784439086914,-0.6124171018600464,2.310089588165283,39.0,32.0,0
0.553882360458374,10,2.4169921875,11.497308731079102,0.012169972062110901,2.126837730407715,-0.4893544316291809,1.0278270244598389,39.0,32.0,0
0.5812790393829346,10,2.7294158935546875,11.027494430541992,0.008282833732664585,1.4475171566009521,0.7139508724212646,0.775450587272644,39.0,32.0,0
0.6089115142822266,10,3.0377044677734375,11.178205490112305,0.01027147751301527,1.7950546741485596,-0.07706277072429657,1.0159367322921753,39.0,32.0,0
0.6364340782165527,10,3.3465118408203125,11.024102210998535,0.028346721082925797,4.953904151916504,-1.0933072566986084,3.342189073562622,39.0,32.0,0
0.6639871597290039,10,3.6779632568359375,12.551538467407227,0.030142957344651222,5.267816543579102,1.9821257591247559,3.102966785430908,39.0,32.0,0
0.6916904449462891,10,4.041656494140625,13.865699768066406,0.02650458924472332,4.63197135925293,0.6854152083396912,2.9262771606445312,39.0,32.0,0
0.719212532043457,10,4.432769775390625,14.49366569519043,0.032838642597198486,5.738917350769043,0.9463555216789246,3.725487470626831,39.0,32.0,0
0.7469897270202637,10,4.844573974609375,14.468446731567383,0.013624045997858047,2.380953311920166,0.5342432856559753,1.5885989665985107,38.5,32.0,0
0.774538516998291,10,5.25927734375,14.491336822509766,0.017355382442474365,3.033045768737793,-0.10956290364265442,1.6732113361358643,39.0,32.0,0
0.8021130561828613,10,5.6717376708984375,14.665403366088867,0.019596394151449203,3.424687385559082,1.694640040397644,2.23301100730896,38.5,32.0,0
0.8296575546264648,10,6.0930633544921875,15.749406814575195,0.028425514698028564,4.967674255371094,-1.0173466205596924,3.1730940341949463,38.5,32.0,0
0.85723876953125,10,6.5362091064453125,16.859609603881836,0.03775187209248543,6.597558975219727,0.8966066837310791,4.995468616485596,39.0,32.0,0
0.884758472442627,10,7.0098724365234375,18.085128784179688,0.036479100584983826,6.375127792358398,2.0959320068359375,5.583969593048096,38.5,32.0,0
0.9123156070709229,10,7.5079803466796875,18.700340270996094,0.028397535905241966,4.962784767150879,0.4969276785850525,3.831639289855957,38.5,32.0,0
0.9399166107177734,10,8.018905639648438,18.583398818969727,0.015710335224866867,2.7455556392669678,0.00812369491904974,2.166343927383423,38.5,32.0,0
0.9674890041351318,10,8.534912109375,18.971986770629883,0.02281561680138111,3.9872822761535645,0.360370934009552,3.0294442176818848,39.0,32.0,0
0.9950456619262695,10,9.0517578125,18.963151931762695,0.03040914796292782,5.31433629989624,0.2025359869003296,4.128168106079102,38.5,32.0,0
