time,POSITION,VELOCITY,TORQUE,Q_CURRENT,D_CURRENT,REZERO_STATE,VOLTAGE,TEMPERATURE,FAULT,MODE,POWER
0.003074169158935547,3359.185302734375,0.20022152364253998,0.0,0,0,0,25.0,36.0,0,0,0
0.030164718627929688,3359.185546875,0.0287503469735384,0.017323380336165428,0,0,0,25.0,37.0,0,10,0
0.057145118713378906,3359.1923828125,0.3154892921447754,0.021675555035471916,0,0,0,25.0,37.0,0,10,0
0.08426856994628906,3359.207275390625,0.858394980430603,0.004744952078908682,0,0,0,25.0,37.0,0,10,0
0.11133122444152832,3359.22998046875,1.2480227947235107,-0.0003086598007939756,0,0,0,25.0,37.0,0,10,0
0.13823723793029785,3359.261474609375,1.4061226844787598,-0.004707348998636007,0,0,0,25.0,36.0,0,10,0
0.16527938842773438,3359.296630859375,1.4068760871887207,0.02162322774529457,0,0,0,25.0,37.0,0,10,0
0.1925525665283203,3359.342041015625,1.6782824993133545,0.017585434019565582,0,0,0,25.0,37.0,0,10,0
0.21944665908813477,3359.393798828125,2.004298448562622,0.0053923227824270725,0,0,0,25.0,37.0,0,10,0
0.24649858474731445,3359.453369140625,2.5312397480010986,-0.004542131908237934,0,0,0,25.0,37.0,0,10,0
0.27350425720214844,3359.519287109375,2.6308162212371826,0.010722776874899864,0,0,0,25.0,37.0,0,10,0
0.3005208969116211,3359.593017578125,2.8752362728118896,0.009200300090014935,0,0,0,25.0,37.0,0,10,0
0.32752156257629395,3359.673583984375,3.367269992828369,0.004979003220796585,0,0,0,25.0,37.0,0,10,0
0.3544299602508545,3359.761962890625,3.733975410461426,-0.001465034787543118,0,0,0,25.0,37.0,0,10,0
0.3814234733581543,3359.857177734375,3.7796387672424316,0.010773216374218464,0,0,0,25.0,37.0,0,10,0
0.40841102600097656,3359.9599609375,3.8867721557617188,0.014703909866511822,0,0,0,25.5,37.0,0,10,0
0.4353199005126953,3360.069580078125,4.209413528442383,0.012640060856938362,0,0,0,25.0,37.0,0,10,0
0.46251344680786133,3360.187255859375,4.6810832023620605,0.0021264110691845417,0,0,0,25.0,37.0,0,10,0
0.48950672149658203,3360.312255859375,4.75982141494751,0.010770215652883053,0,0,0,25.0,37.0,0,10,0
0.516566276550293,3360.4443359375,4.957282066345215,0.02102736011147499,0,0,0,25.0,37.0,0,10,0
0.5435340404510498,3360.58349609375,5.269385814666748,0.018597379326820374,0,0,0,25.0,37.0,0,10,0
0.5705335140228271,3360.72998046875,5.556509971618652,0.020241815596818924,0,0,0,25.0,37.0,0,10,0
0.5975103378295898,3360.8837890625,5.735394477844238,0.015417763032019138,0,0,0,25.0,36.0,0,10,0
0.6245410442352295,3361.044677734375,6.1185688972473145,0.014040229842066765,0,0,0,25.0,37.0,0,10,0
0.6515045166015625,3361.213134765625,6.316908359527588,0.03227045759558678,0,0,0,25.0,37.0,0,10,0
