,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Device history data,,,,,,,,,,,,,,,,,,,,,,
,Device,,TMM 12026-3 I   HBC-SERIES,,,,,,,,,,,,,,,,,,,,,,
,Type,,HBC-Series,,,,,,,,,,,,,,,,,,,,,,
,Firmware,,5.77,,,,,,,,,,,,,,,,,,,,,,
,Serial number,,37FF71063043523944312343,,,,,,,,,,,,,,,,,,,,,,
,Created,,"16/01/2025, 15:20",,MGM ProTool v3.5.2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Timems,Time,Input voltage,Input current,Motor revolutions,Controller temperature,BEC voltage,BEC current,BEC temperature,Input request,Incoming power,Cruising speed (car),Motor temperature,Battery temperature,Output power,Automatic regulation,I*T fuse,Low voltage,High current,ESC overheated,Motor overheated,Battery overheated,HW current fuse,HW overvoltage/undervoltage,Pulse current
,,,[V],[A],[x100rpm],[°C],[V],[A],[°C],[%],[W],[km/h],[°C],[°C],[%],,,,,,,,,,[A]
,7s 600ms,7600,12.605,111.5,151.1,23,8.493,0,25,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,112.5
,7s 700ms,7700,12.605,111.7,151.1,24,8.508,0,25,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,112.7
,7s 800ms,7800,12.553,111.5,151.1,24,8.506,0,25,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,112.5
,7s 900ms,7900,12.64,110.8,151.1,25,8.49,0,25,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,111.8
,8s,8000,12.587,111.5,150.7,25,8.486,0,25,100,1410,141.6,0,0,100,0,0,0,0,0,0,0,0,0,112.5
,8s 100ms,8100,12.587,111.4,151.1,25,8.49,0,25,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,112.4
,8s 200ms,8200,12.605,111.5,151.1,25,8.499,0,25,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,112.5
,8s 300ms,8300,13.928,61.4,135.1,25,8.529,0,25,84.314,860,126.9,0,0,84.314,0,0,0,0,0,0,0,0,0,73.5
,8s 400ms,8400,13.528,80.3,135.4,24,8.531,0,25,86.275,1090,127.2,0,0,86.275,0,0,0,0,0,0,0,0,0,93.9
,8s 500ms,8500,13.249,85.9,139.5,23,8.538,0,26,91.176,1140,131.1,0,0,91.176,0,0,0,0,0,0,0,0,0,95.1
,8s 600ms,8600,13.284,93.8,143.1,24,8.499,0,25,95.098,1250,134.5,0,0,95.098,0,0,0,0,0,0,0,0,0,99.6
,8s 700ms,8700,13.179,98.4,144.5,25,8.504,0,25,96.078,1300,135.8,0,0,96.078,0,0,0,0,0,0,0,0,0,103.4
,8s 800ms,8800,12.796,100.5,146.3,26,8.49,0,25,97.059,1290,137.5,0,0,97.059,0,0,0,0,0,0,0,0,0,104.5
,8s 900ms,8900,12.779,103.5,147.4,24,8.502,0,25,99.02,1330,138.5,0,0,99.02,0,0,0,0,0,0,0,0,0,105.5
,9s,9000,12.553,112.2,151.1,24,8.493,0,26,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,113.3
,9s 100ms,9100,12.605,111.7,151.1,25,8.49,0,26,100,1410,142,0,0,100,0,0,0,0,0,0,0,0,0,112.7
,9s 200ms,9200,12.605,112.1,150.7,25,8.481,0,26,100,1420,141.6,0,0,100,0,0,0,0,0,0,0,0,0,113.1
,9s 300ms,9300,12.605,111.7,150.7,26,8.481,0,26,100,1410,141.6,0,0,100,0,0,0,0,0,0,0,0,0,112.7
,9s 400ms,9400,12.587,111.5,150.7,25,8.479,0,26,100,1410,141.6,0,0,100,0,0,0,0,0,0,0,0,0,112.5
,9s 500ms,9500,13.058,104,149.6,24,8.488,0,26,100,1360,140.6,0,0,100,0,0,0,0,0,0,0,0,0,105
,9s 600ms,9600,13.005,103.3,148.1,24,8.49,0,26,99.02,1350,139.2,0,0,99.02,0,0,0,0,0,0,0,0,0,105.3
,9s 700ms,9700,12.796,103.3,147.7,29,8.49,0,26,99.02,1330,138.8,0,0,99.02,0,0,0,0,0,0,0,0,0,105.3
,9s 800ms,9800,12.796,102.6,148.1,30,8.495,0,26,99.02,1320,139.2,0,0,99.02,0,0,0,0,0,0,0,0,0,104.6
,9s 900ms,9900,12.5,103.3,148.5,32,8.49,0,27,99.02,1300,139.5,0,0,99.02,0,0,0,0,0,0,0,0,0,105.3
,10s,10000,11.108,103.3,148.1,31,8.493,0,26,99.02,1150,139.2,0,0,99.02,0,0,0,0,0,0,0,0,0,105.3
,10s 100ms,10100,12.883,102.9,147.7,27,8.488,0,26,99.02,1330,138.8,0,0,99.02,0,0,0,0,0,0,0,0,0,104.9
,10s 200ms,10200,12.779,102.4,147.7,28,8.486,0,26,99.02,1310,138.8,0,0,99.02,0,0,0,0,0,0,0,0,0,104.4
,10s 300ms,10300,12.849,102.1,147.4,29,8.49,0,26,98.039,1320,138.5,0,0,98.039,0,0,0,0,0,0,0,0,0,105.1
,10s 400ms,10400,12.814,102.1,147.4,26,8.475,0,26,98.039,1310,138.5,0,0,98.039,0,0,0,0,0,0,0,0,0,105.1
,10s 500ms,10500,12.692,100.7,146.6,26,8.497,0,26,98.039,1280,137.8,0,0,98.039,0,0,0,0,0,0,0,0,0,103.7
,10s 600ms,10600,12.883,100.1,146.6,26,8.49,0,26,97.059,1290,137.8,0,0,97.059,0,0,0,0,0,0,0,0,0,104.1
,10s 700ms,10700,12.953,95.6,144.9,27,8.486,0,26,96.078,1240,136.2,0,0,96.078,0,0,0,0,0,0,0,0,0,100.4
,10s 800ms,10800,13.336,95,143.1,26,8.488,0,26,95.098,1270,134.5,0,0,95.098,0,0,0,0,0,0,0,0,0,100.8
,10s 900ms,10900,13.04,87.7,142.8,25,8.488,0,26,93.137,1150,134.2,0,0,93.137,0,0,0,0,0,0,0,0,0,95
,11s,11000,13.232,81.5,142.1,24,8.506,0,26,92.157,1080,133.5,0,0,92.157,0,0,0,0,0,0,0,0,0,89.3
,11s 100ms,11100,13.127,85.7,141.1,25,8.497,0,26,91.176,1130,132.6,0,0,91.176,0,0,0,0,0,0,0,0,0,94.9
,11s 200ms,11200,13.284,85.2,140.5,25,8.481,0,26,90.196,1140,132,0,0,90.196,0,0,0,0,0,0,0,0,0,95.3
,11s 300ms,11300,13.336,83.6,139.5,26,8.481,0,26,90.196,1120,131.1,0,0,90.196,0,0,0,0,0,0,0,0,0,93.5
,11s 400ms,11400,13.336,81.9,139.5,26,8.49,0,26,90.196,1100,131.1,0,0,90.196,0,0,0,0,0,0,0,0,0,91.6
,11s 500ms,11500,13.597,82.9,139.2,26,8.49,0,26,89.216,1130,130.8,0,0,89.216,0,0,0,0,0,0,0,0,0,93.8
,11s 600ms,11600,13.441,79.4,138.8,26,8.508,0,27,88.235,1070,130.4,0,0,88.235,0,0,0,0,0,0,0,0,0,90.8
,11s 700ms,11700,13.319,79.2,137.9,26,8.499,0,26,88.235,1060,129.6,0,0,88.235,0,0,0,0,0,0,0,0,0,90.6
,11s 800ms,11800,13.58,75.4,136.9,26,8.481,0,26,86.275,1030,128.6,0,0,86.275,0,0,0,0,0,0,0,0,0,88.2
,11s 900ms,11900,13.475,77.5,136.3,27,8.479,0,27,86.275,1050,128.1,0,0,86.275,0,0,0,0,0,0,0,0,0,90.7
,12s,12000,13.545,79.1,135.7,28,8.477,0,26,86.275,1070,127.5,0,0,86.275,0,0,0,0,0,0,0,0,0,92.5
,12s 100ms,12100,13.545,77.3,136,27,8.499,0,26,86.275,1050,127.8,0,0,86.275,0,0,0,0,0,0,0,0,0,90.4
,12s 200ms,12200,13.406,77.1,136,27,8.495,0,26,86.275,1040,127.8,0,0,86.275,0,0,0,0,0,0,0,0,0,90.2
,12s 300ms,12300,13.423,77.5,135.7,27,8.484,0,26,86.275,1040,127.5,0,0,86.275,0,0,0,0,0,0,0,0,0,90.7
,12s 400ms,12400,13.928,74.3,133.6,27,8.497,0,27,84.314,1040,125.5,0,0,84.314,0,0,0,0,0,0,0,0,0,88.9
,12s 500ms,12500,13.771,71.2,132.7,26,8.493,0,27,83.333,980,124.7,0,0,83.333,0,0,0,0,0,0,0,0,0,86.2
,12s 600ms,12600,14.015,71.5,131.5,26,8.526,0,27,81.373,1000,123.6,0,0,81.373,0,0,0,0,0,0,0,0,0,88.7
,12s 700ms,12700,13.911,67.8,129.8,24,8.477,0,27,80.392,950,122,0,0,80.392,0,0,0,0,0,0,0,0,0,85.1
,12s 800ms,12800,13.928,60.7,128.7,23,8.49,0,27,79.412,850,120.9,0,0,79.412,0,0,0,0,0,0,0,0,0,77.1
,12s 900ms,12900,14.032,58.5,126.8,24,8.488,0,27,77.451,820,119.1,0,0,77.451,0,0,0,0,0,0,0,0,0,76.2
,13s,13000,14.137,51.9,125.5,26,8.49,0,27,76.471,730,117.9,0,0,76.471,0,0,0,0,0,0,0,0,0,68.5
,13s 100ms,13100,14.154,55.6,123.7,26,8.502,0,27,74.51,790,116.2,0,0,74.51,0,0,0,0,0,0,0,0,0,75.3
,13s 200ms,13200,14.172,57,122.9,27,8.475,0,27,73.529,810,115.5,0,0,73.529,0,0,0,0,0,0,0,0,0,78.2
,13s 300ms,13300,14.224,54,121.7,26,8.475,0,27,72.549,770,114.3,0,0,72.549,0,0,0,0,0,0,0,0,0,75.1
,13s 400ms,13400,14.259,49.2,121.7,25,8.47,0,27,71.569,700,114.3,0,0,71.569,0,0,0,0,0,0,0,0,0,69.4
,13s 500ms,13500,14.468,44.7,120.4,26,8.463,0,27,71.569,650,113.1,0,0,71.569,0,0,0,0,0,0,0,0,0,63
,13s 600ms,13600,14.398,51.5,118.8,29,8.477,0,27,70.588,740,111.6,0,0,70.588,0,0,0,0,0,0,0,0,0,73.6
,13s 700ms,13700,14.363,48.4,117.6,29,8.481,0,27,68.627,700,110.5,0,0,68.627,0,0,0,0,0,0,0,0,0,71.2
,13s 800ms,13800,14.485,43.3,115.6,28,8.463,0,27,67.647,630,108.6,0,0,67.647,0,0,0,0,0,0,0,0,0,64.6
,13s 900ms,13900,14.468,44.5,114.7,26,8.472,0,27,66.667,640,107.8,0,0,66.667,0,0,0,0,0,0,0,0,0,67.4
,14s,14000,14.555,38,113.2,27,8.454,0,27,65.686,550,106.4,0,0,65.686,0,0,0,0,0,0,0,0,0,58.4
,14s 100ms,14100,14.572,42.9,112.7,27,8.445,0,27,64.706,620,105.9,0,0,64.706,0,0,0,0,0,0,0,0,0,66.9
,14s 200ms,14200,14.328,42.2,112.5,27,8.448,0,27,64.706,600,105.7,0,0,64.706,0,0,0,0,0,0,0,0,0,65.8
,14s 300ms,14300,14.59,44,112.3,28,8.461,0,27,64.706,640,105.5,0,0,64.706,0,0,0,0,0,0,0,0,0,68.6
,14s 400ms,14400,14.764,37,109.4,27,8.457,0,27,62.745,550,102.8,0,0,62.745,0,0,0,0,0,0,0,0,0,59.5
,14s 500ms,14500,14.746,35.6,106,27,8.445,0,27,58.824,520,99.6,0,0,58.824,0,0,0,0,0,0,0,0,0,61.1
,14s 600ms,14600,14.816,35,105.4,28,8.437,0,27,58.824,520,99,0,0,58.824,0,0,0,0,0,0,0,0,0,60
,14s 700ms,14700,14.886,37,105.8,29,8.425,0,27,58.824,550,99.4,0,0,58.824,0,0,0,0,0,0,0,0,0,63.5
,14s 800ms,14800,14.764,35.7,106.1,28,8.434,0,27,58.824,530,99.7,0,0,58.824,0,0,0,0,0,0,0,0,0,61.2
,14s 900ms,14900,14.833,34.9,106.1,28,8.425,0,27,58.824,520,99.7,0,0,58.824,0,0,0,0,0,0,0,0,0,59.9
,15s,15000,14.833,32.2,105.4,27,8.452,0,27,57.843,480,99,0,0,57.843,0,0,0,0,0,0,0,0,0,56.2
,15s 100ms,15100,14.903,27.8,103.4,29,8.432,0,27,56.863,410,97.1,0,0,56.863,0,0,0,0,0,0,0,0,0,49.3
,15s 200ms,15200,14.868,34.7,103.8,28,8.416,0,28,55.882,510,97.5,0,0,55.882,0,0,0,0,0,0,0,0,0,62.7
,15s 300ms,15300,14.886,33.1,103.4,27,8.432,0,28,55.882,490,97.1,0,0,55.882,0,0,0,0,0,0,0,0,0,59.8
,15s 400ms,15400,14.92,32.8,103.2,27,8.423,0,28,55.882,490,97,0,0,55.882,0,0,0,0,0,0,0,0,0,59.2
,15s 500ms,15500,14.955,30.7,102.3,28,8.437,0,28,54.902,460,96.1,0,0,54.902,0,0,0,0,0,0,0,0,0,56.4
,15s 600ms,15600,15.303,32.2,101.8,28,8.432,0,27,54.902,490,95.6,0,0,54.902,0,0,0,0,0,0,0,0,0,59.2
,15s 700ms,15700,14.99,30.8,100.6,28,8.412,0,28,53.922,460,94.5,0,0,53.922,0,0,0,0,0,0,0,0,0,57.6
,15s 800ms,15800,14.833,32.2,101.5,25,8.414,0,28,53.922,480,95.4,0,0,53.922,0,0,0,0,0,0,0,0,0,60.3
,15s 900ms,15900,14.868,32.1,100.5,26,8.43,0,28,53.922,480,94.4,0,0,53.922,0,0,0,0,0,0,0,0,0,60.1
,16s,16000,14.92,31.7,101.5,25,8.425,0,28,53.922,470,95.4,0,0,53.922,0,0,0,0,0,0,0,0,0,59.3
,16s 100ms,16100,14.955,31.4,100.6,28,8.43,0,28,53.922,470,94.5,0,0,53.922,0,0,0,0,0,0,0,0,0,58.8
,16s 200ms,16200,15.042,31.7,100.5,28,8.412,0,28,53.922,480,94.4,0,0,53.922,0,0,0,0,0,0,0,0,0,59.3
,16s 300ms,16300,14.833,32.8,100.6,28,8.428,0,28,53.922,490,94.5,0,0,53.922,0,0,0,0,0,0,0,0,0,61.4
,16s 400ms,16400,14.816,30.8,101.1,28,8.401,0,28,53.922,450,95,0,0,53.922,0,0,0,0,0,0,0,0,0,57.6
,16s 500ms,16500,14.955,31.7,101.3,29,8.414,0,28,53.922,470,95.2,0,0,53.922,0,0,0,0,0,0,0,0,0,59.3
,16s 600ms,16600,14.955,31.2,101.5,29,8.421,0,27,53.922,470,95.4,0,0,53.922,0,0,0,0,0,0,0,0,0,58.4
,16s 700ms,16700,14.955,31.5,100.6,28,8.41,0,28,53.922,470,94.5,0,0,53.922,0,0,0,0,0,0,0,0,0,58.9
,16s 800ms,16800,15.007,32.9,101.5,28,8.405,0,28,53.922,490,95.4,0,0,53.922,0,0,0,0,0,0,0,0,0,61.6
,16s 900ms,16900,14.868,31,101.5,27,8.432,0,28,53.922,460,95.4,0,0,53.922,0,0,0,0,0,0,0,0,0,58
,17s,17000,14.938,32.6,101.3,28,8.423,0,28,53.922,490,95.2,0,0,53.922,0,0,0,0,0,0,0,0,0,61
,17s 100ms,17100,14.973,31.4,100.6,28,8.416,0,28,53.922,470,94.5,0,0,53.922,0,0,0,0,0,0,0,0,0,58.8
,17s 200ms,17200,14.938,32.8,102.2,28,8.414,0,28,54.902,490,96,0,0,54.902,0,0,0,0,0,0,0,0,0,60.3
,17s 300ms,17300,14.903,33.3,102.9,28,8.419,0,28,54.902,500,96.7,0,0,54.902,0,0,0,0,0,0,0,0,0,61.2
,17s 400ms,17400,14.92,33.1,102.2,27,8.414,0,28,54.902,490,96,0,0,54.902,0,0,0,0,0,0,0,0,0,60.8
,17s 500ms,17500,14.816,33.3,103.4,28,8.414,0,28,55.882,490,97.1,0,0,55.882,0,0,0,0,0,0,0,0,0,60.1
,17s 600ms,17600,14.938,34.2,103.8,28,8.432,0,28,55.882,510,97.5,0,0,55.882,0,0,0,0,0,0,0,0,0,61.8
,17s 700ms,17700,14.99,35.9,103.8,29,8.434,0,28,56.863,540,97.5,0,0,56.863,0,0,0,0,0,0,0,0,0,63.7
,17s 800ms,17800,14.868,34.7,104.3,29,8.423,0,28,56.863,510,98,0,0,56.863,0,0,0,0,0,0,0,0,0,61.6
,17s 900ms,17900,14.886,35.7,104.8,29,8.432,0,28,56.863,530,98.5,0,0,56.863,0,0,0,0,0,0,0,0,0,63.3
,18s,18000,14.764,35.2,105.4,28,8.43,0,28,57.843,520,99,0,0,57.843,0,0,0,0,0,0,0,0,0,61.4
,18s 100ms,18100,15.042,35.2,105.2,28,8.419,0,28,57.843,530,98.8,0,0,57.843,0,0,0,0,0,0,0,0,0,61.4
,18s 200ms,18200,14.938,35.4,105.4,28,8.421,0,28,57.843,530,99,0,0,57.843,0,0,0,0,0,0,0,0,0,61.8
,18s 300ms,18300,14.851,35.7,105.8,28,8.423,0,28,58.824,530,99.4,0,0,58.824,0,0,0,0,0,0,0,0,0,61.2
,18s 400ms,18400,14.833,36.6,106.1,29,8.432,0,28,58.824,540,99.7,0,0,58.824,0,0,0,0,0,0,0,0,0,62.8
