% Moku:Go Oscilloscope
% Channel A (Input 1), AC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 70.00 ms, time offset -6.860 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-06 T 13:25:47 +0000
% Time (s), Channel A (Input 1) (V)
-2.361216000000e-02, -1.709819e-02
-2.354352000000e-02, -1.831949e-02
-2.347488000000e-02, -1.709819e-02
-2.340624000000e-02, -1.587689e-02
-2.333760000000e-02, -1.343429e-02
-2.326896000000e-02, -1.465559e-02
-2.320032000000e-02, -1.465559e-02
-2.313168000000e-02, -1.221300e-02
-2.306304000000e-02, -1.221300e-02
-2.299440000000e-02, -1.221300e-02
-2.292576000000e-02, -9.770396e-03
-2.285712000000e-02, -9.770396e-03
-2.278848000000e-02, -8.549097e-03
-2.271984000000e-02, -8.549097e-03
-2.265120000000e-02, -8.549097e-03
-2.258256000000e-02, -8.549097e-03
-2.251392000000e-02, -7.327797e-03
-2.244528000000e-02, -6.106498e-03
-2.237664000000e-02, -6.106498e-03
-2.230800000000e-02, -4.885198e-03
-2.223936000000e-02, -3.663899e-03
-2.217072000000e-02, -2.442599e-03
-2.210208000000e-02, -4.885198e-03
-2.203344000000e-02, -1.221300e-03
-2.196480000000e-02, -1.221300e-03
-2.189616000000e-02, -1.221300e-03
-2.182752000000e-02, 0.000000e+00
-2.175888000000e-02, 1.221300e-03
-2.169024000000e-02, 1.221300e-03
-2.162160000000e-02, 2.442599e-03
-2.155296000000e-02, 2.442599e-03
-2.148432000000e-02, 4.885198e-03
-2.141568000000e-02, 4.885198e-03
-2.134704000000e-02, 4.885198e-03
-2.127840000000e-02, 7.327797e-03
-2.120976000000e-02, 7.327797e-03
-2.114112000000e-02, 9.770396e-03
-2.107248000000e-02, 8.549097e-03
-2.100384000000e-02, 1.099170e-02
-2.093520000000e-02, 9.770396e-03
-2.086656000000e-02, 1.221300e-02
-2.079792000000e-02, 1.221300e-02
-2.072928000000e-02, 1.343429e-02
-2.066064000000e-02, 1.343429e-02
-2.059200000000e-02, 1.343429e-02
-2.052336000000e-02, 1.587689e-02
-2.045472000000e-02, 1.587689e-02
-2.038608000000e-02, 1.587689e-02
-2.031744000000e-02, 1.831949e-02
-2.024880000000e-02, 1.831949e-02
-2.018016000000e-02, 2.076209e-02
-2.011152000000e-02, 1.954079e-02
-2.004288000000e-02, 2.076209e-02
-1.997424000000e-02, 2.198339e-02
-1.990560000000e-02, 2.198339e-02
-1.983696000000e-02, 2.320469e-02
-1.976832000000e-02, 2.320469e-02
-1.969968000000e-02, 2.442599e-02
-1.963104000000e-02, 2.442599e-02
-1.956240000000e-02, 2.564729e-02
-1.949376000000e-02, 2.564729e-02
-1.942512000000e-02, 2.686859e-02
-1.935648000000e-02, 2.808989e-02
-1.928784000000e-02, 2.931119e-02
-1.921920000000e-02, 2.931119e-02
-1.915056000000e-02, 3.053249e-02
-1.908192000000e-02, 3.053249e-02
-1.901328000000e-02, 3.297509e-02
-1.894464000000e-02, 3.175379e-02
-1.887600000000e-02, 3.297509e-02
-1.880736000000e-02, 3.419639e-02
-1.873872000000e-02, 3.419639e-02
-1.867008000000e-02, 3.541769e-02
-1.860144000000e-02, 3.419639e-02
-1.853280000000e-02, 3.541769e-02
-1.846416000000e-02, 3.541769e-02
-1.839552000000e-02, 3.541769e-02
-1.832688000000e-02, 3.541769e-02
-1.825824000000e-02, 3.663899e-02
-1.818960000000e-02, 3.541769e-02
-1.812096000000e-02, 3.663899e-02
-1.805232000000e-02, 3.663899e-02
-1.798368000000e-02, 3.908158e-02
-1.791504000000e-02, 3.786029e-02
-1.784640000000e-02, 3.663899e-02
-1.777776000000e-02, 3.663899e-02
-1.770912000000e-02, 3.663899e-02
-1.764048000000e-02, 3.786029e-02
-1.757184000000e-02, 3.786029e-02
-1.750320000000e-02, 3.908158e-02
-1.743456000000e-02, 3.663899e-02
-1.736592000000e-02, 3.786029e-02
-1.729728000000e-02, 3.786029e-02
-1.722864000000e-02, 3.908158e-02
-1.716000000000e-02, 4.030288e-02
-1.709136000000e-02, 3.908158e-02
-1.702272000000e-02, 4.030288e-02
-1.695408000000e-02, 4.152418e-02
-1.688544000000e-02, 4.030288e-02
-1.681680000000e-02, 4.152418e-02
-1.674816000000e-02, 4.152418e-02
-1.667952000000e-02, 4.152418e-02
-1.661088000000e-02, 4.152418e-02
-1.654224000000e-02, 4.274548e-02
-1.647360000000e-02, 4.274548e-02
-1.640496000000e-02, 4.274548e-02
-1.633632000000e-02, 4.152418e-02
-1.626768000000e-02, 4.274548e-02
-1.619904000000e-02, 4.274548e-02
-1.613040000000e-02, 4.274548e-02
-1.606176000000e-02, 4.274548e-02
-1.599312000000e-02, 4.274548e-02
-1.592448000000e-02, 4.274548e-02
-1.585584000000e-02, 4.152418e-02
-1.578720000000e-02, 4.274548e-02
-1.571856000000e-02, 4.274548e-02
-1.564992000000e-02, 4.274548e-02
-1.558128000000e-02, 4.274548e-02
-1.551264000000e-02, 4.274548e-02
-1.544400000000e-02, 4.152418e-02
-1.537536000000e-02, 4.396678e-02
-1.530672000000e-02, 4.274548e-02
-1.523808000000e-02, 4.274548e-02
-1.516944000000e-02, 4.152418e-02
-1.510080000000e-02, 4.152418e-02
-1.503216000000e-02, 4.274548e-02
-1.496352000000e-02, 4.152418e-02
-1.489488000000e-02, 4.152418e-02
-1.482624000000e-02, 4.152418e-02
-1.475760000000e-02, 3.908158e-02
-1.468896000000e-02, 4.152418e-02
-1.462032000000e-02, 4.152418e-02
-1.455168000000e-02, 4.030288e-02
-1.448304000000e-02, 4.030288e-02
-1.441440000000e-02, 3.908158e-02
-1.434576000000e-02, 3.786029e-02
-1.427712000000e-02, 3.786029e-02
-1.420848000000e-02, 3.786029e-02
-1.413984000000e-02, 3.541769e-02
-1.407120000000e-02, 3.663899e-02
-1.400256000000e-02, 3.541769e-02
-1.393392000000e-02, 3.541769e-02
-1.386528000000e-02, 3.419639e-02
-1.379664000000e-02, 3.419639e-02
-1.372800000000e-02, 3.297509e-02
-1.365936000000e-02, 3.175379e-02
-1.359072000000e-02, 3.175379e-02
-1.352208000000e-02, 3.053249e-02
-1.345344000000e-02, 3.053249e-02
-1.338480000000e-02, 2.931119e-02
-1.331616000000e-02, 2.808989e-02
-1.324752000000e-02, 2.808989e-02
-1.317888000000e-02, 2.686859e-02
-1.311024000000e-02, 2.564729e-02
-1.304160000000e-02, 2.686859e-02
-1.297296000000e-02, 2.442599e-02
-1.290432000000e-02, 2.442599e-02
-1.283568000000e-02, 2.320469e-02
-1.276704000000e-02, 2.320469e-02
-1.269840000000e-02, 2.076209e-02
-1.262976000000e-02, 2.076209e-02
-1.256112000000e-02, 2.076209e-02
-1.249248000000e-02, 1.954079e-02
-1.242384000000e-02, 1.831949e-02
-1.235520000000e-02, 1.831949e-02
-1.228656000000e-02, 1.587689e-02
-1.221792000000e-02, 1.587689e-02
-1.214928000000e-02, 1.587689e-02
-1.208064000000e-02, 1.465559e-02
-1.201200000000e-02, 1.465559e-02
-1.194336000000e-02, 1.343429e-02
-1.187472000000e-02, 1.221300e-02
-1.180608000000e-02, 1.099170e-02
-1.173744000000e-02, 1.099170e-02
-1.166880000000e-02, 1.099170e-02
-1.160016000000e-02, 9.770396e-03
-1.153152000000e-02, 9.770396e-03
-1.146288000000e-02, 8.549097e-03
-1.139424000000e-02, 7.327797e-03
-1.132560000000e-02, 8.549097e-03
-1.125696000000e-02, 7.327797e-03
-1.118832000000e-02, 7.327797e-03
-1.111968000000e-02, 6.106498e-03
-1.105104000000e-02, 6.106498e-03
-1.098240000000e-02, 4.885198e-03
-1.091376000000e-02, 3.663899e-03
-1.084512000000e-02, 2.442599e-03
-1.077648000000e-02, 2.442599e-03
-1.070784000000e-02, 1.221300e-03
-1.063920000000e-02, 1.221300e-03
-1.057056000000e-02, 0.000000e+00
-1.050192000000e-02, -1.221300e-03
-1.043328000000e-02, -1.221300e-03
-1.036464000000e-02, -2.442599e-03
-1.029600000000e-02, -2.442599e-03
-1.022736000000e-02, -3.663899e-03
-1.015872000000e-02, -3.663899e-03
-1.009008000000e-02, -4.885198e-03
-1.002144000000e-02, -6.106498e-03
-9.952800000000e-03, -7.327797e-03
-9.884160000000e-03, -8.549097e-03
-9.815520000000e-03, -8.549097e-03
-9.746880000000e-03, -8.549097e-03
-9.678240000000e-03, -9.770396e-03
-9.609600000000e-03, -1.099170e-02
-9.540960000000e-03, -1.099170e-02
-9.472320000000e-03, -1.221300e-02
-9.403680000000e-03, -1.343429e-02
-9.335040000000e-03, -1.343429e-02
-9.266400000000e-03, -1.587689e-02
-9.197760000000e-03, -1.465559e-02
-9.129120000000e-03, -1.587689e-02
-9.060480000000e-03, -1.587689e-02
-8.991840000000e-03, -1.709819e-02
-8.923200000000e-03, -1.831949e-02
-8.854560000000e-03, -2.076209e-02
-8.785920000000e-03, -1.954079e-02
-8.717280000000e-03, -2.076209e-02
-8.648640000000e-03, -2.198339e-02
-8.580000000000e-03, -2.320469e-02
-8.511360000000e-03, -2.198339e-02
-8.442720000000e-03, -2.442599e-02
-8.374080000000e-03, -2.442599e-02
-8.305440000000e-03, -2.564729e-02
-8.236800000000e-03, -2.686859e-02
-8.168160000000e-03, -2.686859e-02
-8.099520000000e-03, -2.808989e-02
-8.030880000000e-03, -2.686859e-02
-7.962240000000e-03, -2.931119e-02
-7.893600000000e-03, -2.931119e-02
-7.824960000000e-03, -2.931119e-02
-7.756320000000e-03, -3.053249e-02
-7.687680000000e-03, -3.053249e-02
-7.619040000000e-03, -3.297509e-02
-7.550400000000e-03, -3.175379e-02
-7.481760000000e-03, -3.053249e-02
-7.413120000000e-03, -3.175379e-02
-7.344480000000e-03, -3.175379e-02
-7.275840000000e-03, -3.297509e-02
-7.207200000000e-03, -3.175379e-02
-7.138560000000e-03, -3.297509e-02
-7.069920000000e-03, -3.175379e-02
-7.001280000000e-03, -3.297509e-02
-6.932640000000e-03, -3.297509e-02
-6.864000000000e-03, -3.419639e-02
-6.795360000000e-03, -3.419639e-02
-6.726720000000e-03, -3.297509e-02
-6.658080000000e-03, -3.297509e-02
-6.589440000000e-03, -3.175379e-02
-6.520800000000e-03, -3.297509e-02
-6.452160000000e-03, -3.419639e-02
-6.383520000000e-03, -3.297509e-02
-6.314880000000e-03, -3.419639e-02
-6.246240000000e-03, -3.419639e-02
-6.177600000000e-03, -3.419639e-02
-6.108960000000e-03, -3.419639e-02
-6.040320000000e-03, -3.541769e-02
-5.971680000000e-03, -3.541769e-02
-5.903040000000e-03, -3.541769e-02
-5.834400000000e-03, -3.541769e-02
-5.765760000000e-03, -3.419639e-02
-5.697120000000e-03, -3.663899e-02
-5.628480000000e-03, -3.663899e-02
-5.559840000000e-03, -3.663899e-02
-5.491200000000e-03, -3.663899e-02
-5.422560000000e-03, -3.786029e-02
-5.353920000000e-03, -3.663899e-02
-5.285280000000e-03, -3.786029e-02
-5.216640000000e-03, -3.663899e-02
-5.148000000000e-03, -3.786029e-02
-5.079360000000e-03, -3.786029e-02
-5.010720000000e-03, -3.786029e-02
-4.942080000000e-03, -3.786029e-02
-4.873440000000e-03, -3.786029e-02
-4.804800000000e-03, -3.786029e-02
-4.736160000000e-03, -3.786029e-02
-4.667520000000e-03, -3.663899e-02
-4.598880000000e-03, -3.786029e-02
-4.530240000000e-03, -3.663899e-02
-4.461600000000e-03, -3.663899e-02
-4.392960000000e-03, -3.786029e-02
-4.324320000000e-03, -3.786029e-02
-4.255680000000e-03, -3.786029e-02
-4.187040000000e-03, -3.663899e-02
-4.118400000000e-03, -3.663899e-02
-4.049760000000e-03, -3.663899e-02
-3.981120000000e-03, -3.663899e-02
-3.912480000000e-03, -3.663899e-02
-3.843840000000e-03, -3.541769e-02
-3.775200000000e-03, -3.541769e-02
-3.706560000000e-03, -3.419639e-02
-3.637920000000e-03, -3.419639e-02
-3.569280000000e-03, -3.297509e-02
-3.500640000000e-03, -3.175379e-02
-3.432000000000e-03, -3.053249e-02
-3.363360000000e-03, -3.053249e-02
-3.294720000000e-03, -3.053249e-02
-3.226080000000e-03, -2.808989e-02
-3.157440000000e-03, -2.808989e-02
-3.088800000000e-03, -2.686859e-02
-3.020160000000e-03, -2.686859e-02
-2.951520000000e-03, -2.686859e-02
-2.882880000000e-03, -2.564729e-02
-2.814240000000e-03, -2.442599e-02
-2.745600000000e-03, -2.564729e-02
-2.676960000000e-03, -2.564729e-02
-2.608320000000e-03, -2.442599e-02
-2.539680000000e-03, -2.442599e-02
-2.471040000000e-03, -2.320469e-02
-2.402400000000e-03, -2.198339e-02
-2.333760000000e-03, -2.198339e-02
-2.265120000000e-03, -2.076209e-02
-2.196480000000e-03, -2.076209e-02
-2.127840000000e-03, -2.076209e-02
-2.059200000000e-03, -2.076209e-02
-1.990560000000e-03, -1.954079e-02
-1.921920000000e-03, -1.954079e-02
-1.853280000000e-03, -1.709819e-02
-1.784640000000e-03, -1.709819e-02
-1.716000000000e-03, -1.587689e-02
-1.647360000000e-03, -1.465559e-02
-1.578720000000e-03, -1.587689e-02
-1.510080000000e-03, -1.465559e-02
-1.441440000000e-03, -1.465559e-02
-1.372800000000e-03, -1.343429e-02
-1.304160000000e-03, -1.221300e-02
-1.235520000000e-03, -1.099170e-02
-1.166880000000e-03, -1.099170e-02
-1.098240000000e-03, -1.099170e-02
-1.029600000000e-03, -1.099170e-02
-9.609600000000e-04, -9.770396e-03
-8.923200000000e-04, -8.549097e-03
-8.236800000000e-04, -7.327797e-03
-7.550400000000e-04, -7.327797e-03
-6.864000000000e-04, -4.885198e-03
-6.177600000000e-04, -4.885198e-03
-5.491200000000e-04, -6.106498e-03
-4.804800000000e-04, -3.663899e-03
-4.118400000000e-04, -3.663899e-03
-3.432000000000e-04, -3.663899e-03
-2.745600000000e-04, -2.442599e-03
-2.059200000000e-04, 0.000000e+00
-1.372800000000e-04, -1.221300e-03
-6.864000000000e-05, 0.000000e+00
0.000000000000e+00, 0.000000e+00
6.864000000000e-05, 1.221300e-03
1.372800000000e-04, 1.221300e-03
2.059200000000e-04, 3.663899e-03
2.745600000000e-04, 3.663899e-03
3.432000000000e-04, 3.663899e-03
4.118400000000e-04, 4.885198e-03
4.804800000000e-04, 4.885198e-03
5.491200000000e-04, 6.106498e-03
6.177600000000e-04, 7.327797e-03
6.864000000000e-04, 9.770396e-03
7.550400000000e-04, 8.549097e-03
8.236800000000e-04, 9.770396e-03
8.923200000000e-04, 9.770396e-03
9.609600000000e-04, 1.099170e-02
1.029600000000e-03, 1.221300e-02
1.098240000000e-03, 1.343429e-02
1.166880000000e-03, 1.465559e-02
1.235520000000e-03, 1.709819e-02
1.304160000000e-03, 1.587689e-02
1.372800000000e-03, 1.587689e-02
1.441440000000e-03, 1.709819e-02
1.510080000000e-03, 1.709819e-02
1.578720000000e-03, 1.709819e-02
1.647360000000e-03, 1.954079e-02
1.716000000000e-03, 2.076209e-02
1.784640000000e-03, 1.954079e-02
1.853280000000e-03, 2.198339e-02
1.921920000000e-03, 2.198339e-02
1.990560000000e-03, 2.320469e-02
2.059200000000e-03, 2.320469e-02
2.127840000000e-03, 2.320469e-02
2.196480000000e-03, 2.442599e-02
2.265120000000e-03, 2.686859e-02
2.333760000000e-03, 2.564729e-02
2.402400000000e-03, 2.564729e-02
2.471040000000e-03, 2.808989e-02
2.539680000000e-03, 2.931119e-02
2.608320000000e-03, 3.053249e-02
2.676960000000e-03, 3.053249e-02
2.745600000000e-03, 3.053249e-02
2.814240000000e-03, 3.175379e-02
2.882880000000e-03, 3.175379e-02
2.951520000000e-03, 3.297509e-02
3.020160000000e-03, 3.297509e-02
3.088800000000e-03, 3.541769e-02
3.157440000000e-03, 3.541769e-02
3.226080000000e-03, 3.541769e-02
3.294720000000e-03, 3.419639e-02
3.363360000000e-03, 3.541769e-02
3.432000000000e-03, 3.663899e-02
3.500640000000e-03, 3.541769e-02
3.569280000000e-03, 3.786029e-02
3.637920000000e-03, 3.786029e-02
3.706560000000e-03, 3.908158e-02
3.775200000000e-03, 3.786029e-02
3.843840000000e-03, 3.908158e-02
3.912480000000e-03, 3.663899e-02
3.981120000000e-03, 3.786029e-02
4.049760000000e-03, 3.663899e-02
4.118400000000e-03, 3.908158e-02
4.187040000000e-03, 4.030288e-02
4.255680000000e-03, 3.786029e-02
4.324320000000e-03, 3.908158e-02
4.392960000000e-03, 3.786029e-02
4.461600000000e-03, 3.786029e-02
4.530240000000e-03, 3.908158e-02
4.598880000000e-03, 4.030288e-02
4.667520000000e-03, 3.908158e-02
4.736160000000e-03, 4.030288e-02
4.804800000000e-03, 4.152418e-02
4.873440000000e-03, 4.152418e-02
4.942080000000e-03, 4.030288e-02
5.010720000000e-03, 4.152418e-02
5.079360000000e-03, 4.030288e-02
5.148000000000e-03, 4.152418e-02
5.216640000000e-03, 4.152418e-02
5.285280000000e-03, 4.274548e-02
5.353920000000e-03, 4.274548e-02
5.422560000000e-03, 4.152418e-02
5.491200000000e-03, 4.152418e-02
5.559840000000e-03, 4.152418e-02
5.628480000000e-03, 4.152418e-02
5.697120000000e-03, 4.152418e-02
5.765760000000e-03, 4.152418e-02
5.834400000000e-03, 4.152418e-02
5.903040000000e-03, 4.152418e-02
5.971680000000e-03, 4.030288e-02
6.040320000000e-03, 4.152418e-02
6.108960000000e-03, 4.152418e-02
6.177600000000e-03, 4.152418e-02
6.246240000000e-03, 4.030288e-02
6.314880000000e-03, 4.030288e-02
6.383520000000e-03, 4.152418e-02
6.452160000000e-03, 4.152418e-02
6.520800000000e-03, 4.030288e-02
6.589440000000e-03, 4.030288e-02
6.658080000000e-03, 4.152418e-02
6.726720000000e-03, 4.030288e-02
6.795360000000e-03, 4.030288e-02
6.864000000000e-03, 4.030288e-02
6.932640000000e-03, 3.908158e-02
7.001280000000e-03, 3.908158e-02
7.069920000000e-03, 4.030288e-02
7.138560000000e-03, 3.908158e-02
7.207200000000e-03, 3.908158e-02
7.275840000000e-03, 3.786029e-02
7.344480000000e-03, 3.786029e-02
7.413120000000e-03, 3.663899e-02
7.481760000000e-03, 3.663899e-02
7.550400000000e-03, 3.541769e-02
7.619040000000e-03, 3.663899e-02
7.687680000000e-03, 3.541769e-02
7.756320000000e-03, 3.297509e-02
7.824960000000e-03, 3.297509e-02
7.893600000000e-03, 3.297509e-02
7.962240000000e-03, 3.297509e-02
8.030880000000e-03, 3.297509e-02
8.099520000000e-03, 3.175379e-02
8.168160000000e-03, 2.931119e-02
8.236800000000e-03, 2.931119e-02
8.305440000000e-03, 2.931119e-02
8.374080000000e-03, 2.808989e-02
8.442720000000e-03, 2.808989e-02
8.511360000000e-03, 2.808989e-02
8.580000000000e-03, 2.686859e-02
8.648640000000e-03, 2.808989e-02
8.717280000000e-03, 2.686859e-02
8.785920000000e-03, 2.564729e-02
8.854560000000e-03, 2.442599e-02
8.923200000000e-03, 2.442599e-02
8.991840000000e-03, 2.442599e-02
9.060480000000e-03, 2.320469e-02
9.129120000000e-03, 2.320469e-02
9.197760000000e-03, 2.198339e-02
9.266400000000e-03, 2.076209e-02
9.335040000000e-03, 2.076209e-02
9.403680000000e-03, 1.954079e-02
9.472320000000e-03, 1.831949e-02
9.540960000000e-03, 1.709819e-02
9.609600000000e-03, 1.709819e-02
9.678240000000e-03, 1.831949e-02
9.746880000000e-03, 1.465559e-02
9.815520000000e-03, 1.465559e-02
9.884160000000e-03, 1.343429e-02
9.952800000000e-03, 1.343429e-02
1.002144000000e-02, 1.343429e-02
1.009008000000e-02, 1.221300e-02
1.015872000000e-02, 1.221300e-02
1.022736000000e-02, 1.099170e-02
1.029600000000e-02, 1.099170e-02
1.036464000000e-02, 9.770396e-03
1.043328000000e-02, 7.327797e-03
1.050192000000e-02, 7.327797e-03
1.057056000000e-02, 7.327797e-03
1.063920000000e-02, 7.327797e-03
1.070784000000e-02, 4.885198e-03
1.077648000000e-02, 4.885198e-03
1.084512000000e-02, 3.663899e-03
1.091376000000e-02, 3.663899e-03
1.098240000000e-02, 2.442599e-03
1.105104000000e-02, 2.442599e-03
1.111968000000e-02, 0.000000e+00
1.118832000000e-02, 0.000000e+00
1.125696000000e-02, 1.221300e-03
1.132560000000e-02, 0.000000e+00
1.139424000000e-02, -1.221300e-03
1.146288000000e-02, -3.663899e-03
1.153152000000e-02, -3.663899e-03
1.160016000000e-02, -4.885198e-03
1.166880000000e-02, -4.885198e-03
1.173744000000e-02, -6.106498e-03
1.180608000000e-02, -6.106498e-03
1.187472000000e-02, -7.327797e-03
1.194336000000e-02, -8.549097e-03
1.201200000000e-02, -8.549097e-03
1.208064000000e-02, -9.770396e-03
1.214928000000e-02, -1.099170e-02
1.221792000000e-02, -1.099170e-02
1.228656000000e-02, -1.099170e-02
1.235520000000e-02, -1.221300e-02
1.242384000000e-02, -1.221300e-02
1.249248000000e-02, -1.343429e-02
1.256112000000e-02, -1.465559e-02
1.262976000000e-02, -1.465559e-02
1.269840000000e-02, -1.587689e-02
1.276704000000e-02, -1.587689e-02
1.283568000000e-02, -1.587689e-02
1.290432000000e-02, -1.709819e-02
1.297296000000e-02, -1.831949e-02
1.304160000000e-02, -1.831949e-02
1.311024000000e-02, -1.954079e-02
1.317888000000e-02, -1.954079e-02
1.324752000000e-02, -2.076209e-02
1.331616000000e-02, -2.198339e-02
1.338480000000e-02, -2.198339e-02
1.345344000000e-02, -2.320469e-02
1.352208000000e-02, -2.320469e-02
1.359072000000e-02, -2.320469e-02
1.365936000000e-02, -2.442599e-02
1.372800000000e-02, -2.564729e-02
1.379664000000e-02, -2.686859e-02
1.386528000000e-02, -2.564729e-02
1.393392000000e-02, -2.686859e-02
1.400256000000e-02, -2.808989e-02
1.407120000000e-02, -2.808989e-02
1.413984000000e-02, -2.931119e-02
1.420848000000e-02, -2.808989e-02
1.427712000000e-02, -3.053249e-02
1.434576000000e-02, -3.053249e-02
1.441440000000e-02, -3.175379e-02
1.448304000000e-02, -3.053249e-02
1.455168000000e-02, -3.175379e-02
1.462032000000e-02, -3.175379e-02
1.468896000000e-02, -3.297509e-02
1.475760000000e-02, -3.297509e-02
1.482624000000e-02, -3.297509e-02
1.489488000000e-02, -3.297509e-02
1.496352000000e-02, -3.297509e-02
1.503216000000e-02, -3.297509e-02
1.510080000000e-02, -3.541769e-02
1.516944000000e-02, -3.419639e-02
1.523808000000e-02, -3.419639e-02
1.530672000000e-02, -3.419639e-02
1.537536000000e-02, -3.541769e-02
1.544400000000e-02, -3.541769e-02
1.551264000000e-02, -3.663899e-02
1.558128000000e-02, -3.541769e-02
1.564992000000e-02, -3.541769e-02
1.571856000000e-02, -3.786029e-02
1.578720000000e-02, -3.663899e-02
1.585584000000e-02, -3.786029e-02
1.592448000000e-02, -3.908158e-02
1.599312000000e-02, -3.908158e-02
1.606176000000e-02, -3.663899e-02
1.613040000000e-02, -3.786029e-02
1.619904000000e-02, -3.663899e-02
1.626768000000e-02, -3.663899e-02
1.633632000000e-02, -3.786029e-02
1.640496000000e-02, -3.786029e-02
1.647360000000e-02, -3.663899e-02
1.654224000000e-02, -3.663899e-02
1.661088000000e-02, -3.786029e-02
1.667952000000e-02, -3.663899e-02
1.674816000000e-02, -3.541769e-02
1.681680000000e-02, -3.541769e-02
1.688544000000e-02, -3.541769e-02
1.695408000000e-02, -3.663899e-02
1.702272000000e-02, -3.541769e-02
1.709136000000e-02, -3.541769e-02
1.716000000000e-02, -3.541769e-02
1.722864000000e-02, -3.541769e-02
1.729728000000e-02, -3.541769e-02
1.736592000000e-02, -3.419639e-02
1.743456000000e-02, -3.419639e-02
1.750320000000e-02, -3.419639e-02
1.757184000000e-02, -3.541769e-02
1.764048000000e-02, -3.419639e-02
1.770912000000e-02, -3.419639e-02
1.777776000000e-02, -3.419639e-02
1.784640000000e-02, -3.297509e-02
1.791504000000e-02, -3.419639e-02
1.798368000000e-02, -3.419639e-02
1.805232000000e-02, -3.297509e-02
1.812096000000e-02, -3.297509e-02
1.818960000000e-02, -3.175379e-02
1.825824000000e-02, -3.175379e-02
1.832688000000e-02, -3.297509e-02
1.839552000000e-02, -3.175379e-02
