% Moku:Go Oscilloscope
% Channel A (Input 1), AC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 70.00 ms, time offset -6.860 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-06 T 13:25:02 +0000
% Time (s), Channel A (V)
-2.0975240000e-02, 3.1753787538e-02
-2.0969520000e-02, 3.1753787538e-02
-2.0963800000e-02, 3.1753787538e-02
-2.0958080000e-02, 3.4196386579e-02
-2.0952360000e-02, 3.1753787538e-02
-2.0946640000e-02, 3.1753787538e-02
-2.0940920000e-02, 3.4196386579e-02
-2.0935200000e-02, 3.4196386579e-02
-2.0929480000e-02, 3.1753787538e-02
-2.0923760000e-02, 3.1753787538e-02
-2.0918040000e-02, 3.1753787538e-02
-2.0912320000e-02, 3.1753787538e-02
-2.0906600000e-02, 3.4196386579e-02
-2.0900880000e-02, 3.4196386579e-02
-2.0895160000e-02, 3.1753787538e-02
-2.0889440000e-02, 3.1753787538e-02
-2.0883720000e-02, 3.1753787538e-02
-2.0878000000e-02, 3.4196386579e-02
-2.0872280000e-02, 3.4196386579e-02
-2.0866560000e-02, 3.4196386579e-02
-2.0860840000e-02, 3.4196386579e-02
-2.0855120000e-02, 3.4196386579e-02
-2.0849400000e-02, 3.4196386579e-02
-2.0843680000e-02, 3.4196386579e-02
-2.0837960000e-02, 3.4196386579e-02
-2.0832240000e-02, 3.1753787538e-02
-2.0826520000e-02, 3.4196386579e-02
-2.0820800000e-02, 3.4196386579e-02
-2.0815080000e-02, 3.4196386579e-02
-2.0809360000e-02, 3.4196386579e-02
-2.0803640000e-02, 3.1753787538e-02
-2.0797920000e-02, 3.1753787538e-02
-2.0792200000e-02, 3.4196386579e-02
-2.0786480000e-02, 3.4196386579e-02
-2.0780760000e-02, 3.4196386579e-02
-2.0775040000e-02, 3.1753787538e-02
-2.0769320000e-02, 3.1753787538e-02
-2.0763600000e-02, 3.1753787538e-02
-2.0757880000e-02, 3.1753787538e-02
-2.0752160000e-02, 3.1753787538e-02
-2.0746440000e-02, 3.1753787538e-02
-2.0740720000e-02, 3.1753787538e-02
-2.0735000000e-02, 3.1753787538e-02
-2.0729280000e-02, 3.1753787538e-02
-2.0723560000e-02, 3.4196386579e-02
-2.0717840000e-02, 3.4196386579e-02
-2.0712120000e-02, 3.1753787538e-02
-2.0706400000e-02, 3.1753787538e-02
-2.0700680000e-02, 3.4196386579e-02
-2.0694960000e-02, 3.4196386579e-02
-2.0689240000e-02, 3.1753787538e-02
-2.0683520000e-02, 3.4196386579e-02
-2.0677800000e-02, 3.1753787538e-02
-2.0672080000e-02, 3.1753787538e-02
-2.0666360000e-02, 3.1753787538e-02
-2.0660640000e-02, 3.1753787538e-02
-2.0654920000e-02, 3.1753787538e-02
-2.0649200000e-02, 3.1753787538e-02
-2.0643480000e-02, 3.1753787538e-02
-2.0637760000e-02, 3.4196386579e-02
-2.0632040000e-02, 3.4196386579e-02
-2.0626320000e-02, 3.4196386579e-02
-2.0620600000e-02, 3.1753787538e-02
-2.0614880000e-02, 3.4196386579e-02
-2.0609160000e-02, 3.1753787538e-02
-2.0603440000e-02, 3.4196386579e-02
-2.0597720000e-02, 3.4196386579e-02
-2.0592000000e-02, 3.4196386579e-02
-2.0586280000e-02, 3.1753787538e-02
-2.0580560000e-02, 3.1753787538e-02
-2.0574840000e-02, 3.1753787538e-02
-2.0569120000e-02, 3.1753787538e-02
-2.0563400000e-02, 3.1753787538e-02
-2.0557680000e-02, 3.1753787538e-02
-2.0551960000e-02, 3.1753787538e-02
-2.0546240000e-02, 3.4196386579e-02
-2.0540520000e-02, 3.1753787538e-02
-2.0534800000e-02, 3.1753787538e-02
-2.0529080000e-02, 3.1753787538e-02
-2.0523360000e-02, 3.1753787538e-02
-2.0517640000e-02, 3.1753787538e-02
-2.0511920000e-02, 3.1753787538e-02
-2.0506200000e-02, 3.1753787538e-02
-2.0500480000e-02, 3.1753787538e-02
-2.0494760000e-02, 3.1753787538e-02
-2.0489040000e-02, 3.1753787538e-02
-2.0483320000e-02, 3.4196386579e-02
-2.0477600000e-02, 3.4196386579e-02
-2.0471880000e-02, 3.4196386579e-02
-2.0466160000e-02, 3.1753787538e-02
-2.0460440000e-02, 3.1753787538e-02
-2.0454720000e-02, 3.4196386579e-02
-2.0449000000e-02, 3.1753787538e-02
-2.0443280000e-02, 3.4196386579e-02
-2.0437560000e-02, 3.1753787538e-02
-2.0431840000e-02, 3.4196386579e-02
-2.0426120000e-02, 3.1753787538e-02
-2.0420400000e-02, 3.1753787538e-02
-2.0414680000e-02, 3.1753787538e-02
-2.0408960000e-02, 3.1753787538e-02
-2.0403240000e-02, 3.1753787538e-02
-2.0397520000e-02, 3.1753787538e-02
-2.0391800000e-02, 3.1753787538e-02
-2.0386080000e-02, 3.1753787538e-02
-2.0380360000e-02, 3.1753787538e-02
-2.0374640000e-02, 3.1753787538e-02
-2.0368920000e-02, 3.1753787538e-02
-2.0363200000e-02, 3.4196386579e-02
-2.0357480000e-02, 3.1753787538e-02
-2.0351760000e-02, 3.4196386579e-02
-2.0346040000e-02, 3.4196386579e-02
-2.0340320000e-02, 3.1753787538e-02
-2.0334600000e-02, 3.1753787538e-02
-2.0328880000e-02, 3.4196386579e-02
-2.0323160000e-02, 3.4196386579e-02
-2.0317440000e-02, 3.1753787538e-02
-2.0311720000e-02, 3.1753787538e-02
-2.0306000000e-02, 3.1753787538e-02
-2.0300280000e-02, 3.1753787538e-02
-2.0294560000e-02, 2.9311188497e-02
-2.0288840000e-02, 3.1753787538e-02
-2.0283120000e-02, 3.1753787538e-02
-2.0277400000e-02, 3.4196386579e-02
-2.0271680000e-02, 3.4196386579e-02
-2.0265960000e-02, 3.1753787538e-02
-2.0260240000e-02, 3.1753787538e-02
-2.0254520000e-02, 3.4196386579e-02
-2.0248800000e-02, 3.1753787538e-02
-2.0243080000e-02, 3.1753787538e-02
-2.0237360000e-02, 3.1753787538e-02
-2.0231640000e-02, 3.4196386579e-02
-2.0225920000e-02, 3.1753787538e-02
-2.0220200000e-02, 3.1753787538e-02
-2.0214480000e-02, 3.1753787538e-02
-2.0208760000e-02, 3.1753787538e-02
-2.0203040000e-02, 3.1753787538e-02
-2.0197320000e-02, 2.9311188497e-02
-2.0191600000e-02, 3.1753787538e-02
-2.0185880000e-02, 2.9311188497e-02
-2.0180160000e-02, 3.1753787538e-02
-2.0174440000e-02, 3.4196386579e-02
-2.0168720000e-02, 3.1753787538e-02
-2.0163000000e-02, 3.4196386579e-02
-2.0157280000e-02, 3.4196386579e-02
-2.0151560000e-02, 3.1753787538e-02
-2.0145840000e-02, 2.9311188497e-02
-2.0140120000e-02, 3.1753787538e-02
-2.0134400000e-02, 3.4196386579e-02
-2.0128680000e-02, 3.1753787538e-02
-2.0122960000e-02, 3.1753787538e-02
-2.0117240000e-02, 3.1753787538e-02
-2.0111520000e-02, 2.9311188497e-02
-2.0105800000e-02, 3.1753787538e-02
-2.0100080000e-02, 3.4196386579e-02
-2.0094360000e-02, 3.1753787538e-02
-2.0088640000e-02, 3.1753787538e-02
-2.0082920000e-02, 3.1753787538e-02
-2.0077200000e-02, 3.4196386579e-02
-2.0071480000e-02, 3.1753787538e-02
-2.0065760000e-02, 3.4196386579e-02
-2.0060040000e-02, 3.1753787538e-02
-2.0054320000e-02, 3.1753787538e-02
-2.0048600000e-02, 3.4196386579e-02
-2.0042880000e-02, 3.1753787538e-02
-2.0037160000e-02, 3.1753787538e-02
-2.0031440000e-02, 3.1753787538e-02
-2.0025720000e-02, 3.1753787538e-02
-2.0020000000e-02, 3.1753787538e-02
-2.0014280000e-02, 3.4196386579e-02
-2.0008560000e-02, 3.1753787538e-02
-2.0002840000e-02, 3.1753787538e-02
-1.9997120000e-02, 3.4196386579e-02
-1.9991400000e-02, 3.1753787538e-02
-1.9985680000e-02, 2.9311188497e-02
-1.9979960000e-02, 3.1753787538e-02
-1.9974240000e-02, 3.1753787538e-02
-1.9968520000e-02, 3.1753787538e-02
-1.9962800000e-02, 3.1753787538e-02
-1.9957080000e-02, 3.1753787538e-02
-1.9951360000e-02, 3.1753787538e-02
-1.9945640000e-02, 3.4196386579e-02
-1.9939920000e-02, 3.4196386579e-02
-1.9934200000e-02, 3.1753787538e-02
-1.9928480000e-02, 3.4196386579e-02
-1.9922760000e-02, 3.1753787538e-02
-1.9917040000e-02, 3.4196386579e-02
-1.9911320000e-02, 3.1753787538e-02
-1.9905600000e-02, 3.1753787538e-02
-1.9899880000e-02, 3.4196386579e-02
-1.9894160000e-02, 3.1753787538e-02
-1.9888440000e-02, 3.1753787538e-02
-1.9882720000e-02, 3.4196386579e-02
-1.9877000000e-02, 3.4196386579e-02
-1.9871280000e-02, 3.1753787538e-02
-1.9865560000e-02, 3.1753787538e-02
-1.9859840000e-02, 3.1753787538e-02
-1.9854120000e-02, 3.4196386579e-02
-1.9848400000e-02, 3.1753787538e-02
-1.9842680000e-02, 3.1753787538e-02
-1.9836960000e-02, 3.1753787538e-02
-1.9831240000e-02, 3.4196386579e-02
-1.9825520000e-02, 3.1753787538e-02
-1.9819800000e-02, 3.1753787538e-02
-1.9814080000e-02, 3.1753787538e-02
-1.9808360000e-02, 3.1753787538e-02
-1.9802640000e-02, 3.1753787538e-02
-1.9796920000e-02, 3.1753787538e-02
-1.9791200000e-02, 3.1753787538e-02
-1.9785480000e-02, 3.1753787538e-02
-1.9779760000e-02, 3.1753787538e-02
-1.9774040000e-02, 3.4196386579e-02
-1.9768320000e-02, 3.1753787538e-02
-1.9762600000e-02, 3.1753787538e-02
-1.9756880000e-02, 3.1753787538e-02
-1.9751160000e-02, 3.4196386579e-02
-1.9745440000e-02, 3.1753787538e-02
-1.9739720000e-02, 3.1753787538e-02
-1.9734000000e-02, 2.9311188497e-02
-1.9728280000e-02, 2.9311188497e-02
-1.9722560000e-02, 3.1753787538e-02
-1.9716840000e-02, 3.4196386579e-02
-1.9711120000e-02, 3.1753787538e-02
-1.9705400000e-02, 3.1753787538e-02
-1.9699680000e-02, 3.1753787538e-02
-1.9693960000e-02, 3.1753787538e-02
-1.9688240000e-02, 2.9311188497e-02
-1.9682520000e-02, 3.1753787538e-02
-1.9676800000e-02, 3.1753787538e-02
-1.9671080000e-02, 3.4196386579e-02
-1.9665360000e-02, 3.4196386579e-02
-1.9659640000e-02, 3.1753787538e-02
-1.9653920000e-02, 3.1753787538e-02
-1.9648200000e-02, 3.1753787538e-02
-1.9642480000e-02, 3.1753787538e-02
-1.9636760000e-02, 3.4196386579e-02
-1.9631040000e-02, 3.1753787538e-02
-1.9625320000e-02, 2.9311188497e-02
-1.9619600000e-02, 3.1753787538e-02
-1.9613880000e-02, 3.4196386579e-02
-1.9608160000e-02, 3.1753787538e-02
-1.9602440000e-02, 2.9311188497e-02
-1.9596720000e-02, 3.1753787538e-02
-1.9591000000e-02, 3.1753787538e-02
-1.9585280000e-02, 3.1753787538e-02
-1.9579560000e-02, 3.1753787538e-02
-1.9573840000e-02, 3.1753787538e-02
-1.9568120000e-02, 3.1753787538e-02
-1.9562400000e-02, 3.1753787538e-02
-1.9556680000e-02, 3.1753787538e-02
-1.9550960000e-02, 3.1753787538e-02
-1.9545240000e-02, 3.1753787538e-02
-1.9539520000e-02, 2.9311188497e-02
-1.9533800000e-02, 3.1753787538e-02
-1.9528080000e-02, 3.1753787538e-02
-1.9522360000e-02, 3.1753787538e-02
-1.9516640000e-02, 3.1753787538e-02
-1.9510920000e-02, 3.1753787538e-02
-1.9505200000e-02, 3.1753787538e-02
-1.9499480000e-02, 3.4196386579e-02
-1.9493760000e-02, 3.1753787538e-02
-1.9488040000e-02, 3.1753787538e-02
-1.9482320000e-02, 3.4196386579e-02
-1.9476600000e-02, 2.9311188497e-02
-1.9470880000e-02, 3.1753787538e-02
-1.9465160000e-02, 3.1753787538e-02
-1.9459440000e-02, 3.1753787538e-02
-1.9453720000e-02, 3.1753787538e-02
-1.9448000000e-02, 3.1753787538e-02
-1.9442280000e-02, 3.1753787538e-02
-1.9436560000e-02, 3.1753787538e-02
-1.9430840000e-02, 3.1753787538e-02
-1.9425120000e-02, 3.1753787538e-02
-1.9419400000e-02, 3.1753787538e-02
-1.9413680000e-02, 3.1753787538e-02
-1.9407960000e-02, 3.1753787538e-02
-1.9402240000e-02, 3.4196386579e-02
-1.9396520000e-02, 3.4196386579e-02
-1.9390800000e-02, 3.1753787538e-02
-1.9385080000e-02, 3.1753787538e-02
-1.9379360000e-02, 3.1753787538e-02
-1.9373640000e-02, 2.9311188497e-02
-1.9367920000e-02, 3.1753787538e-02
-1.9362200000e-02, 3.1753787538e-02
-1.9356480000e-02, 3.1753787538e-02
-1.9350760000e-02, 3.1753787538e-02
-1.9345040000e-02, 3.4196386579e-02
-1.9339320000e-02, 3.4196386579e-02
-1.9333600000e-02, 3.1753787538e-02
-1.9327880000e-02, 3.4196386579e-02
-1.9322160000e-02, 3.1753787538e-02
-1.9316440000e-02, 3.4196386579e-02
-1.9310720000e-02, 3.1753787538e-02
-1.9305000000e-02, 3.1753787538e-02
-1.9299280000e-02, 3.1753787538e-02
-1.9293560000e-02, 3.1753787538e-02
-1.9287840000e-02, 3.1753787538e-02
-1.9282120000e-02, 3.1753787538e-02
-1.9276400000e-02, 3.1753787538e-02
-1.9270680000e-02, 3.1753787538e-02
-1.9264960000e-02, 3.4196386579e-02
-1.9259240000e-02, 3.1753787538e-02
-1.9253520000e-02, 3.1753787538e-02
-1.9247800000e-02, 3.1753787538e-02
-1.9242080000e-02, 3.1753787538e-02
-1.9236360000e-02, 3.1753787538e-02
-1.9230640000e-02, 3.1753787538e-02
-1.9224920000e-02, 3.1753787538e-02
-1.9219200000e-02, 2.9311188497e-02
-1.9213480000e-02, 3.1753787538e-02
-1.9207760000e-02, 3.1753787538e-02
-1.9202040000e-02, 3.1753787538e-02
-1.9196320000e-02, 3.1753787538e-02
-1.9190600000e-02, 3.1753787538e-02
-1.9184880000e-02, 3.1753787538e-02
-1.9179160000e-02, 3.1753787538e-02
-1.9173440000e-02, 3.1753787538e-02
-1.9167720000e-02, 2.9311188497e-02
-1.9162000000e-02, 3.1753787538e-02
-1.9156280000e-02, 3.1753787538e-02
-1.9150560000e-02, 3.1753787538e-02
-1.9144840000e-02, 3.1753787538e-02
-1.9139120000e-02, 3.1753787538e-02
-1.9133400000e-02, 3.1753787538e-02
-1.9127680000e-02, 3.1753787538e-02
-1.9121960000e-02, 3.1753787538e-02
-1.9116240000e-02, 2.9311188497e-02
-1.9110520000e-02, 3.1753787538e-02
-1.9104800000e-02, 3.4196386579e-02
-1.9099080000e-02, 3.1753787538e-02
-1.9093360000e-02, 3.1753787538e-02
-1.9087640000e-02, 3.1753787538e-02
-1.9081920000e-02, 3.1753787538e-02
-1.9076200000e-02, 3.1753787538e-02
-1.9070480000e-02, 3.1753787538e-02
-1.9064760000e-02, 3.1753787538e-02
-1.9059040000e-02, 3.1753787538e-02
-1.9053320000e-02, 3.1753787538e-02
-1.9047600000e-02, 3.1753787538e-02
-1.9041880000e-02, 3.1753787538e-02
-1.9036160000e-02, 3.1753787538e-02
-1.9030440000e-02, 3.1753787538e-02
-1.9024720000e-02, 3.1753787538e-02
-1.9019000000e-02, 3.1753787538e-02
-1.9013280000e-02, 3.1753787538e-02
-1.9007560000e-02, 3.1753787538e-02
-1.9001840000e-02, 2.9311188497e-02
-1.8996120000e-02, 3.1753787538e-02
-1.8990400000e-02, 3.1753787538e-02
-1.8984680000e-02, 2.9311188497e-02
-1.8978960000e-02, 2.9311188497e-02
-1.8973240000e-02, 3.1753787538e-02
-1.8967520000e-02, 3.1753787538e-02
-1.8961800000e-02, 3.1753787538e-02
-1.8956080000e-02, 3.1753787538e-02
-1.8950360000e-02, 3.1753787538e-02
-1.8944640000e-02, 2.9311188497e-02
-1.8938920000e-02, 3.1753787538e-02
-1.8933200000e-02, 3.1753787538e-02
-1.8927480000e-02, 2.9311188497e-02
-1.8921760000e-02, 3.1753787538e-02
-1.8916040000e-02, 3.1753787538e-02
-1.8910320000e-02, 3.1753787538e-02
-1.8904600000e-02, 3.1753787538e-02
-1.8898880000e-02, 3.1753787538e-02
-1.8893160000e-02, 3.1753787538e-02
-1.8887440000e-02, 3.1753787538e-02
-1.8881720000e-02, 3.1753787538e-02
-1.8876000000e-02, 2.9311188497e-02
-1.8870280000e-02, 2.9311188497e-02
-1.8864560000e-02, 2.9311188497e-02
-1.8858840000e-02, 3.1753787538e-02
-1.8853120000e-02, 2.9311188497e-02
-1.8847400000e-02, 2.9311188497e-02
-1.8841680000e-02, 2.9311188497e-02
-1.8835960000e-02, 3.1753787538e-02
-1.8830240000e-02, 2.9311188497e-02
-1.8824520000e-02, 3.1753787538e-02
-1.8818800000e-02, 2.9311188497e-02
-1.8813080000e-02, 2.9311188497e-02
-1.8807360000e-02, 3.1753787538e-02
-1.8801640000e-02, 3.1753787538e-02
-1.8795920000e-02, 2.9311188497e-02
-1.8790200000e-02, 2.9311188497e-02
-1.8784480000e-02, 3.1753787538e-02
-1.8778760000e-02, 3.1753787538e-02
-1.8773040000e-02, 3.4196386579e-02
-1.8767320000e-02, 3.1753787538e-02
-1.8761600000e-02, 3.4196386579e-02
-1.8755880000e-02, 3.1753787538e-02
-1.8750160000e-02, 3.1753787538e-02
-1.8744440000e-02, 3.1753787538e-02
-1.8738720000e-02, 2.9311188497e-02
-1.8733000000e-02, 3.1753787538e-02
-1.8727280000e-02, 3.4196386579e-02
-1.8721560000e-02, 3.1753787538e-02
-1.8715840000e-02, 2.9311188497e-02
-1.8710120000e-02, 2.9311188497e-02
-1.8704400000e-02, 3.1753787538e-02
-1.8698680000e-02, 2.9311188497e-02
-1.8692960000e-02, 3.1753787538e-02
-1.8687240000e-02, 2.9311188497e-02
-1.8681520000e-02, 3.1753787538e-02
-1.8675800000e-02, 2.9311188497e-02
-1.8670080000e-02, 3.1753787538e-02
-1.8664360000e-02, 2.9311188497e-02
-1.8658640000e-02, 3.1753787538e-02
-1.8652920000e-02, 2.9311188497e-02
-1.8647200000e-02, 2.6868589455e-02
-1.8641480000e-02, 3.1753787538e-02
-1.8635760000e-02, 2.9311188497e-02
-1.8630040000e-02, 3.1753787538e-02
-1.8624320000e-02, 2.6868589455e-02
-1.8618600000e-02, 2.9311188497e-02
-1.8612880000e-02, 3.1753787538e-02
-1.8607160000e-02, 2.9311188497e-02
-1.8601440000e-02, 3.1753787538e-02
-1.8595720000e-02, 2.9311188497e-02
-1.8590000000e-02, 2.9311188497e-02
-1.8584280000e-02, 3.1753787538e-02
-1.8578560000e-02, 2.9311188497e-02
-1.8572840000e-02, 3.1753787538e-02
-1.8567120000e-02, 2.9311188497e-02
-1.8561400000e-02, 3.1753787538e-02
-1.8555680000e-02, 2.9311188497e-02
-1.8549960000e-02, 3.1753787538e-02
-1.8544240000e-02, 3.1753787538e-02
-1.8538520000e-02, 3.1753787538e-02
-1.8532800000e-02, 2.9311188497e-02
-1.8527080000e-02, 2.9311188497e-02
-1.8521360000e-02, 2.9311188497e-02
-1.8515640000e-02, 2.6868589455e-02
-1.8509920000e-02, 2.9311188497e-02
-1.8504200000e-02, 3.1753787538e-02
-1.8498480000e-02, 2.9311188497e-02
-1.8492760000e-02, 3.1753787538e-02
-1.8487040000e-02, 2.9311188497e-02
-1.8481320000e-02, 3.1753787538e-02
-1.8475600000e-02, 2.9311188497e-02
-1.8469880000e-02, 2.9311188497e-02
-1.8464160000e-02, 3.1753787538e-02
-1.8458440000e-02, 2.9311188497e-02
-1.8452720000e-02, 2.9311188497e-02
-1.8447000000e-02, 3.1753787538e-02
-1.8441280000e-02, 2.9311188497e-02
-1.8435560000e-02, 2.9311188497e-02
-1.8429840000e-02, 3.1753787538e-02
-1.8424120000e-02, 2.9311188497e-02
-1.8418400000e-02, 2.9311188497e-02
-1.8412680000e-02, 3.1753787538e-02
-1.8406960000e-02, 2.9311188497e-02
-1.8401240000e-02, 2.9311188497e-02
-1.8395520000e-02, 2.9311188497e-02
-1.8389800000e-02, 3.1753787538e-02
-1.8384080000e-02, 2.9311188497e-02
-1.8378360000e-02, 2.6868589455e-02
-1.8372640000e-02, 2.9311188497e-02
-1.8366920000e-02, 2.9311188497e-02
-1.8361200000e-02, 3.1753787538e-02
-1.8355480000e-02, 2.9311188497e-02
-1.8349760000e-02, 2.9311188497e-02
-1.8344040000e-02, 3.1753787538e-02
-1.8338320000e-02, 2.9311188497e-02
-1.8332600000e-02, 2.9311188497e-02
-1.8326880000e-02, 2.6868589455e-02
-1.8321160000e-02, 2.6868589455e-02
-1.8315440000e-02, 2.9311188497e-02
-1.8309720000e-02, 2.9311188497e-02
-1.8304000000e-02, 2.6868589455e-02
-1.8298280000e-02, 3.1753787538e-02
-1.8292560000e-02, 3.1753787538e-02
-1.8286840000e-02, 3.1753787538e-02
-1.8281120000e-02, 2.9311188497e-02
-1.8275400000e-02, 2.9311188497e-02
-1.8269680000e-02, 2.9311188497e-02
-1.8263960000e-02, 3.1753787538e-02
-1.8258240000e-02, 3.1753787538e-02
-1.8252520000e-02, 2.9311188497e-02
-1.8246800000e-02, 2.9311188497e-02
-1.8241080000e-02, 2.9311188497e-02
-1.8235360000e-02, 3.1753787538e-02
-1.8229640000e-02, 2.9311188497e-02
-1.8223920000e-02, 2.6868589455e-02
-1.8218200000e-02, 2.6868589455e-02
-1.8212480000e-02, 3.1753787538e-02
-1.8206760000e-02, 2.9311188497e-02
-1.8201040000e-02, 3.1753787538e-02
-1.8195320000e-02, 2.9311188497e-02
-1.8189600000e-02, 2.9311188497e-02
-1.8183880000e-02, 3.1753787538e-02
-1.8178160000e-02, 2.9311188497e-02
-1.8172440000e-02, 2.9311188497e-02
-1.8166720000e-02, 3.1753787538e-02
-1.8161000000e-02, 2.9311188497e-02
-1.8155280000e-02, 2.6868589455e-02
-1.8149560000e-02, 3.1753787538e-02
-1.8143840000e-02, 2.9311188497e-02
-1.8138120000e-02, 2.6868589455e-02
-1.8132400000e-02, 2.6868589455e-02
-1.8126680000e-02, 3.1753787538e-02
-1.8120960000e-02, 2.6868589455e-02
-1.8115240000e-02, 2.6868589455e-02
-1.8109520000e-02, 2.6868589455e-02
-1.8103800000e-02, 2.9311188497e-02
-1.8098080000e-02, 2.9311188497e-02
-1.8092360000e-02, 2.6868589455e-02
-1.8086640000e-02, 2.6868589455e-02
-1.8080920000e-02, 2.6868589455e-02
-1.8075200000e-02, 2.6868589455e-02
-1.8069480000e-02, 2.6868589455e-02
-1.8063760000e-02, 2.6868589455e-02
-1.8058040000e-02, 2.9311188497e-02
-1.8052320000e-02, 2.6868589455e-02
-1.8046600000e-02, 2.6868589455e-02
-1.8040880000e-02, 2.6868589455e-02
-1.8035160000e-02, 2.9311188497e-02
-1.8029440000e-02, 2.9311188497e-02
-1.8023720000e-02, 2.9311188497e-02
-1.8018000000e-02, 2.9311188497e-02
-1.8012280000e-02, 2.6868589455e-02
-1.8006560000e-02, 2.6868589455e-02
-1.8000840000e-02, 2.9311188497e-02
-1.7995120000e-02, 2.9311188497e-02
-1.7989400000e-02, 2.6868589455e-02
-1.7983680000e-02, 2.6868589455e-02
-1.7977960000e-02, 2.9311188497e-02
-1.7972240000e-02, 2.6868589455e-02
-1.7966520000e-02, 2.9311188497e-02
-1.7960800000e-02, 2.9311188497e-02
-1.7955080000e-02, 2.6868589455e-02
-1.7949360000e-02, 2.6868589455e-02
-1.7943640000e-02, 2.6868589455e-02
-1.7937920000e-02, 2.6868589455e-02
-1.7932200000e-02, 2.6868589455e-02
-1.7926480000e-02, 2.9311188497e-02
-1.7920760000e-02, 2.6868589455e-02
-1.7915040000e-02, 2.9311188497e-02
-1.7909320000e-02, 2.6868589455e-02
-1.7903600000e-02, 2.6868589455e-02
-1.7897880000e-02, 2.6868589455e-02
-1.7892160000e-02, 2.9311188497e-02
-1.7886440000e-02, 2.6868589455e-02
-1.7880720000e-02, 2.9311188497e-02
-1.7875000000e-02, 2.6868589455e-02
-1.7869280000e-02, 2.6868589455e-02
-1.7863560000e-02, 2.6868589455e-02
-1.7857840000e-02, 2.6868589455e-02
-1.7852120000e-02, 2.6868589455e-02
-1.7846400000e-02, 2.9311188497e-02
-1.7840680000e-02, 2.6868589455e-02
-1.7834960000e-02, 2.6868589455e-02
-1.7829240000e-02, 2.6868589455e-02
-1.7823520000e-02, 2.6868589455e-02
-1.7817800000e-02, 2.9311188497e-02
-1.7812080000e-02, 2.6868589455e-02
-1.7806360000e-02, 2.6868589455e-02
-1.7800640000e-02, 2.6868589455e-02
-1.7794920000e-02, 2.6868589455e-02
-1.7789200000e-02, 2.6868589455e-02
-1.7783480000e-02, 2.6868589455e-02
-1.7777760000e-02, 2.6868589455e-02
-1.7772040000e-02, 2.9311188497e-02
-1.7766320000e-02, 2.6868589455e-02
-1.7760600000e-02, 2.6868589455e-02
-1.7754880000e-02, 2.6868589455e-02
-1.7749160000e-02, 2.4425990414e-02
-1.7743440000e-02, 2.4425990414e-02
-1.7737720000e-02, 3.1753787538e-02
-1.7732000000e-02, 2.6868589455e-02
-1.7726280000e-02, 2.6868589455e-02
-1.7720560000e-02, 2.4425990414e-02
-1.7714840000e-02, 2.4425990414e-02
-1.7709120000e-02, 2.6868589455e-02
-1.7703400000e-02, 2.6868589455e-02
-1.7697680000e-02, 2.6868589455e-02
-1.7691960000e-02, 2.4425990414e-02
-1.7686240000e-02, 2.6868589455e-02
-1.7680520000e-02, 2.4425990414e-02
-1.7674800000e-02, 2.6868589455e-02
-1.7669080000e-02, 2.6868589455e-02
-1.7663360000e-02, 2.6868589455e-02
-1.7657640000e-02, 2.4425990414e-02
-1.7651920000e-02, 2.9311188497e-02
-1.7646200000e-02, 2.6868589455e-02
-1.7640480000e-02, 2.4425990414e-02
-1.7634760000e-02, 2.4425990414e-02
-1.7629040000e-02, 2.6868589455e-02
-1.7623320000e-02, 2.6868589455e-02
-1.7617600000e-02, 2.6868589455e-02
-1.7611880000e-02, 2.6868589455e-02
-1.7606160000e-02, 2.6868589455e-02
-1.7600440000e-02, 2.6868589455e-02
-1.7594720000e-02, 2.4425990414e-02
-1.7589000000e-02, 2.6868589455e-02
-1.7583280000e-02, 2.4425990414e-02
-1.7577560000e-02, 2.4425990414e-02
-1.7571840000e-02, 2.6868589455e-02
-1.7566120000e-02, 2.6868589455e-02
-1.7560400000e-02, 2.6868589455e-02
-1.7554680000e-02, 2.6868589455e-02
-1.7548960000e-02, 2.4425990414e-02
-1.7543240000e-02, 2.6868589455e-02
-1.7537520000e-02, 2.6868589455e-02
-1.7531800000e-02, 2.4425990414e-02
-1.7526080000e-02, 2.6868589455e-02
-1.7520360000e-02, 2.1983391372e-02
-1.7514640000e-02, 2.6868589455e-02
-1.7508920000e-02, 2.6868589455e-02
-1.7503200000e-02, 2.4425990414e-02
-1.7497480000e-02, 2.4425990414e-02
-1.7491760000e-02, 2.6868589455e-02
-1.7486040000e-02, 2.4425990414e-02
-1.7480320000e-02, 2.4425990414e-02
-1.7474600000e-02, 2.6868589455e-02
-1.7468880000e-02, 2.4425990414e-02
-1.7463160000e-02, 2.4425990414e-02
-1.7457440000e-02, 2.6868589455e-02
-1.7451720000e-02, 2.4425990414e-02
-1.7446000000e-02, 2.4425990414e-02
-1.7440280000e-02, 2.6868589455e-02
-1.7434560000e-02, 2.4425990414e-02
-1.7428840000e-02, 2.4425990414e-02
