% Moku:Go Oscilloscope
% Channel A (Input 1), AC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 50.00 ms, time offset -6.860 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-06 T 13:35:18 +0000
% Time (s), Channel A (V)
-1.9381208000e-02, -5.3737178911e-02
-1.9377120000e-02, -5.1294579869e-02
-1.9373032000e-02, -5.3737178911e-02
-1.9368944000e-02, -4.8851980828e-02
-1.9364856000e-02, -5.6179777952e-02
-1.9360768000e-02, -5.3737178911e-02
-1.9356680000e-02, -5.3737178911e-02
-1.9352592000e-02, -5.1294579869e-02
-1.9348504000e-02, -5.3737178911e-02
-1.9344416000e-02, -5.1294579869e-02
-1.9340328000e-02, -5.1294579869e-02
-1.9336240000e-02, -5.3737178911e-02
-1.9332152000e-02, -5.1294579869e-02
-1.9328064000e-02, -5.3737178911e-02
-1.9323976000e-02, -5.3737178911e-02
-1.9319888000e-02, -5.1294579869e-02
-1.9315800000e-02, -5.3737178911e-02
-1.9311712000e-02, -5.3737178911e-02
-1.9307624000e-02, -5.3737178911e-02
-1.9303536000e-02, -5.1294579869e-02
-1.9299448000e-02, -5.1294579869e-02
-1.9295360000e-02, -5.3737178911e-02
-1.9291272000e-02, -5.3737178911e-02
-1.9287184000e-02, -5.3737178911e-02
-1.9283096000e-02, -5.1294579869e-02
-1.9279008000e-02, -5.3737178911e-02
-1.9274920000e-02, -5.1294579869e-02
-1.9270832000e-02, -5.3737178911e-02
-1.9266744000e-02, -5.3737178911e-02
-1.9262656000e-02, -5.6179777952e-02
-1.9258568000e-02, -5.1294579869e-02
-1.9254480000e-02, -5.1294579869e-02
-1.9250392000e-02, -5.1294579869e-02
-1.9246304000e-02, -5.3737178911e-02
-1.9242216000e-02, -5.6179777952e-02
-1.9238128000e-02, -5.1294579869e-02
-1.9234040000e-02, -5.6179777952e-02
-1.9229952000e-02, -5.3737178911e-02
-1.9225864000e-02, -5.3737178911e-02
-1.9221776000e-02, -5.3737178911e-02
-1.9217688000e-02, -5.3737178911e-02
-1.9213600000e-02, -5.3737178911e-02
-1.9209512000e-02, -5.3737178911e-02
-1.9205424000e-02, -5.3737178911e-02
-1.9201336000e-02, -5.1294579869e-02
-1.9197248000e-02, -5.3737178911e-02
-1.9193160000e-02, -5.6179777952e-02
-1.9189072000e-02, -5.3737178911e-02
-1.9184984000e-02, -5.1294579869e-02
-1.9180896000e-02, -5.3737178911e-02
-1.9176808000e-02, -5.3737178911e-02
-1.9172720000e-02, -5.3737178911e-02
-1.9168632000e-02, -5.6179777952e-02
-1.9164544000e-02, -5.3737178911e-02
-1.9160456000e-02, -5.3737178911e-02
-1.9156368000e-02, -5.1294579869e-02
-1.9152280000e-02, -5.3737178911e-02
-1.9148192000e-02, -5.1294579869e-02
-1.9144104000e-02, -5.1294579869e-02
-1.9140016000e-02, -5.3737178911e-02
-1.9135928000e-02, -5.3737178911e-02
-1.9131840000e-02, -5.3737178911e-02
-1.9127752000e-02, -5.3737178911e-02
-1.9123664000e-02, -5.3737178911e-02
-1.9119576000e-02, -5.3737178911e-02
-1.9115488000e-02, -5.1294579869e-02
-1.9111400000e-02, -5.3737178911e-02
-1.9107312000e-02, -5.3737178911e-02
-1.9103224000e-02, -5.3737178911e-02
-1.9099136000e-02, -5.3737178911e-02
-1.9095048000e-02, -5.3737178911e-02
-1.9090960000e-02, -5.3737178911e-02
-1.9086872000e-02, -5.3737178911e-02
-1.9082784000e-02, -5.3737178911e-02
-1.9078696000e-02, -5.3737178911e-02
-1.9074608000e-02, -5.3737178911e-02
-1.9070520000e-02, -5.6179777952e-02
-1.9066432000e-02, -5.3737178911e-02
-1.9062344000e-02, -5.3737178911e-02
-1.9058256000e-02, -5.3737178911e-02
-1.9054168000e-02, -5.1294579869e-02
-1.9050080000e-02, -5.3737178911e-02
-1.9045992000e-02, -5.3737178911e-02
-1.9041904000e-02, -5.3737178911e-02
-1.9037816000e-02, -5.3737178911e-02
-1.9033728000e-02, -5.3737178911e-02
-1.9029640000e-02, -5.6179777952e-02
-1.9025552000e-02, -5.3737178911e-02
-1.9021464000e-02, -5.3737178911e-02
-1.9017376000e-02, -5.3737178911e-02
-1.9013288000e-02, -5.6179777952e-02
-1.9009200000e-02, -5.3737178911e-02
-1.9005112000e-02, -5.3737178911e-02
-1.9001024000e-02, -5.3737178911e-02
-1.8996936000e-02, -5.3737178911e-02
-1.8992848000e-02, -5.3737178911e-02
-1.8988760000e-02, -5.3737178911e-02
-1.8984672000e-02, -5.1294579869e-02
-1.8980584000e-02, -5.6179777952e-02
-1.8976496000e-02, -5.6179777952e-02
-1.8972408000e-02, -5.3737178911e-02
-1.8968320000e-02, -5.1294579869e-02
-1.8964232000e-02, -5.3737178911e-02
-1.8960144000e-02, -5.3737178911e-02
-1.8956056000e-02, -5.3737178911e-02
-1.8951968000e-02, -5.3737178911e-02
-1.8947880000e-02, -5.3737178911e-02
-1.8943792000e-02, -5.1294579869e-02
-1.8939704000e-02, -5.6179777952e-02
-1.8935616000e-02, -5.1294579869e-02
-1.8931528000e-02, -5.3737178911e-02
-1.8927440000e-02, -5.3737178911e-02
-1.8923352000e-02, -5.3737178911e-02
-1.8919264000e-02, -5.1294579869e-02
-1.8915176000e-02, -5.3737178911e-02
-1.8911088000e-02, -5.3737178911e-02
-1.8907000000e-02, -5.3737178911e-02
-1.8902912000e-02, -5.3737178911e-02
-1.8898824000e-02, -5.6179777952e-02
-1.8894736000e-02, -5.3737178911e-02
-1.8890648000e-02, -5.3737178911e-02
-1.8886560000e-02, -5.3737178911e-02
-1.8882472000e-02, -5.1294579869e-02
-1.8878384000e-02, -5.1294579869e-02
-1.8874296000e-02, -5.3737178911e-02
-1.8870208000e-02, -5.3737178911e-02
-1.8866120000e-02, -5.1294579869e-02
-1.8862032000e-02, -5.3737178911e-02
-1.8857944000e-02, -5.1294579869e-02
-1.8853856000e-02, -5.3737178911e-02
-1.8849768000e-02, -5.3737178911e-02
-1.8845680000e-02, -5.1294579869e-02
-1.8841592000e-02, -5.1294579869e-02
-1.8837504000e-02, -5.1294579869e-02
-1.8833416000e-02, -5.3737178911e-02
-1.8829328000e-02, -5.1294579869e-02
-1.8825240000e-02, -5.3737178911e-02
-1.8821152000e-02, -5.3737178911e-02
-1.8817064000e-02, -5.3737178911e-02
-1.8812976000e-02, -5.1294579869e-02
-1.8808888000e-02, -5.3737178911e-02
-1.8804800000e-02, -5.3737178911e-02
-1.8800712000e-02, -5.3737178911e-02
-1.8796624000e-02, -5.1294579869e-02
-1.8792536000e-02, -5.1294579869e-02
-1.8788448000e-02, -5.3737178911e-02
-1.8784360000e-02, -5.1294579869e-02
-1.8780272000e-02, -5.1294579869e-02
-1.8776184000e-02, -5.1294579869e-02
-1.8772096000e-02, -5.1294579869e-02
-1.8768008000e-02, -5.3737178911e-02
-1.8763920000e-02, -5.3737178911e-02
-1.8759832000e-02, -5.1294579869e-02
-1.8755744000e-02, -5.1294579869e-02
-1.8751656000e-02, -5.3737178911e-02
-1.8747568000e-02, -5.1294579869e-02
-1.8743480000e-02, -5.3737178911e-02
-1.8739392000e-02, -5.6179777952e-02
-1.8735304000e-02, -5.3737178911e-02
-1.8731216000e-02, -5.1294579869e-02
-1.8727128000e-02, -5.3737178911e-02
-1.8723040000e-02, -5.3737178911e-02
-1.8718952000e-02, -5.1294579869e-02
-1.8714864000e-02, -5.3737178911e-02
-1.8710776000e-02, -5.3737178911e-02
-1.8706688000e-02, -5.6179777952e-02
-1.8702600000e-02, -5.1294579869e-02
-1.8698512000e-02, -5.3737178911e-02
-1.8694424000e-02, -5.6179777952e-02
-1.8690336000e-02, -5.3737178911e-02
-1.8686248000e-02, -5.1294579869e-02
-1.8682160000e-02, -5.1294579869e-02
-1.8678072000e-02, -5.3737178911e-02
-1.8673984000e-02, -5.3737178911e-02
-1.8669896000e-02, -5.1294579869e-02
-1.8665808000e-02, -5.3737178911e-02
-1.8661720000e-02, -5.3737178911e-02
-1.8657632000e-02, -5.3737178911e-02
-1.8653544000e-02, -5.1294579869e-02
-1.8649456000e-02, -5.3737178911e-02
-1.8645368000e-02, -5.3737178911e-02
-1.8641280000e-02, -5.3737178911e-02
-1.8637192000e-02, -5.1294579869e-02
-1.8633104000e-02, -5.3737178911e-02
-1.8629016000e-02, -5.3737178911e-02
-1.8624928000e-02, -5.3737178911e-02
-1.8620840000e-02, -5.1294579869e-02
-1.8616752000e-02, -5.1294579869e-02
-1.8612664000e-02, -5.1294579869e-02
-1.8608576000e-02, -5.1294579869e-02
-1.8604488000e-02, -5.3737178911e-02
-1.8600400000e-02, -5.3737178911e-02
-1.8596312000e-02, -5.1294579869e-02
-1.8592224000e-02, -5.3737178911e-02
-1.8588136000e-02, -5.3737178911e-02
-1.8584048000e-02, -5.3737178911e-02
-1.8579960000e-02, -5.6179777952e-02
-1.8575872000e-02, -5.3737178911e-02
-1.8571784000e-02, -5.3737178911e-02
-1.8567696000e-02, -5.3737178911e-02
-1.8563608000e-02, -5.1294579869e-02
-1.8559520000e-02, -5.1294579869e-02
-1.8555432000e-02, -5.1294579869e-02
-1.8551344000e-02, -5.3737178911e-02
-1.8547256000e-02, -4.8851980828e-02
-1.8543168000e-02, -5.3737178911e-02
-1.8539080000e-02, -5.3737178911e-02
-1.8534992000e-02, -5.6179777952e-02
-1.8530904000e-02, -5.3737178911e-02
-1.8526816000e-02, -5.3737178911e-02
-1.8522728000e-02, -5.1294579869e-02
-1.8518640000e-02, -5.3737178911e-02
-1.8514552000e-02, -5.1294579869e-02
-1.8510464000e-02, -5.3737178911e-02
-1.8506376000e-02, -5.1294579869e-02
-1.8502288000e-02, -5.1294579869e-02
-1.8498200000e-02, -5.3737178911e-02
-1.8494112000e-02, -5.3737178911e-02
-1.8490024000e-02, -5.3737178911e-02
-1.8485936000e-02, -5.3737178911e-02
-1.8481848000e-02, -5.3737178911e-02
-1.8477760000e-02, -5.3737178911e-02
-1.8473672000e-02, -5.3737178911e-02
-1.8469584000e-02, -5.1294579869e-02
-1.8465496000e-02, -5.3737178911e-02
-1.8461408000e-02, -5.3737178911e-02
-1.8457320000e-02, -5.3737178911e-02
-1.8453232000e-02, -5.3737178911e-02
-1.8449144000e-02, -5.3737178911e-02
-1.8445056000e-02, -5.1294579869e-02
-1.8440968000e-02, -5.3737178911e-02
-1.8436880000e-02, -5.3737178911e-02
-1.8432792000e-02, -5.1294579869e-02
-1.8428704000e-02, -5.3737178911e-02
-1.8424616000e-02, -5.6179777952e-02
-1.8420528000e-02, -5.3737178911e-02
-1.8416440000e-02, -5.3737178911e-02
-1.8412352000e-02, -5.3737178911e-02
-1.8408264000e-02, -5.3737178911e-02
-1.8404176000e-02, -5.3737178911e-02
-1.8400088000e-02, -5.3737178911e-02
-1.8396000000e-02, -5.3737178911e-02
-1.8391912000e-02, -5.3737178911e-02
-1.8387824000e-02, -5.3737178911e-02
-1.8383736000e-02, -5.3737178911e-02
-1.8379648000e-02, -5.3737178911e-02
-1.8375560000e-02, -5.1294579869e-02
-1.8371472000e-02, -5.3737178911e-02
-1.8367384000e-02, -5.3737178911e-02
-1.8363296000e-02, -5.3737178911e-02
-1.8359208000e-02, -5.6179777952e-02
-1.8355120000e-02, -5.3737178911e-02
-1.8351032000e-02, -5.3737178911e-02
-1.8346944000e-02, -5.3737178911e-02
-1.8342856000e-02, -5.3737178911e-02
-1.8338768000e-02, -5.3737178911e-02
-1.8334680000e-02, -5.3737178911e-02
-1.8330592000e-02, -5.3737178911e-02
-1.8326504000e-02, -5.1294579869e-02
-1.8322416000e-02, -5.3737178911e-02
-1.8318328000e-02, -5.3737178911e-02
-1.8314240000e-02, -5.6179777952e-02
-1.8310152000e-02, -5.3737178911e-02
-1.8306064000e-02, -5.1294579869e-02
-1.8301976000e-02, -5.6179777952e-02
-1.8297888000e-02, -5.1294579869e-02
-1.8293800000e-02, -5.3737178911e-02
-1.8289712000e-02, -5.3737178911e-02
-1.8285624000e-02, -5.1294579869e-02
-1.8281536000e-02, -5.3737178911e-02
-1.8277448000e-02, -5.3737178911e-02
-1.8273360000e-02, -5.3737178911e-02
-1.8269272000e-02, -5.3737178911e-02
-1.8265184000e-02, -5.3737178911e-02
-1.8261096000e-02, -5.3737178911e-02
-1.8257008000e-02, -5.3737178911e-02
-1.8252920000e-02, -5.3737178911e-02
-1.8248832000e-02, -5.1294579869e-02
-1.8244744000e-02, -5.3737178911e-02
-1.8240656000e-02, -5.3737178911e-02
-1.8236568000e-02, -5.6179777952e-02
-1.8232480000e-02, -5.6179777952e-02
-1.8228392000e-02, -5.3737178911e-02
-1.8224304000e-02, -5.3737178911e-02
-1.8220216000e-02, -5.3737178911e-02
-1.8216128000e-02, -5.1294579869e-02
-1.8212040000e-02, -5.3737178911e-02
-1.8207952000e-02, -5.3737178911e-02
-1.8203864000e-02, -5.3737178911e-02
-1.8199776000e-02, -5.6179777952e-02
-1.8195688000e-02, -5.3737178911e-02
-1.8191600000e-02, -5.3737178911e-02
-1.8187512000e-02, -5.3737178911e-02
-1.8183424000e-02, -5.3737178911e-02
-1.8179336000e-02, -5.1294579869e-02
-1.8175248000e-02, -5.3737178911e-02
-1.8171160000e-02, -5.3737178911e-02
-1.8167072000e-02, -5.6179777952e-02
-1.8162984000e-02, -5.3737178911e-02
-1.8158896000e-02, -5.3737178911e-02
-1.8154808000e-02, -5.3737178911e-02
-1.8150720000e-02, -5.3737178911e-02
-1.8146632000e-02, -5.6179777952e-02
-1.8142544000e-02, -5.6179777952e-02
-1.8138456000e-02, -5.6179777952e-02
-1.8134368000e-02, -5.3737178911e-02
-1.8130280000e-02, -5.3737178911e-02
-1.8126192000e-02, -5.3737178911e-02
-1.8122104000e-02, -5.3737178911e-02
-1.8118016000e-02, -5.3737178911e-02
-1.8113928000e-02, -5.3737178911e-02
-1.8109840000e-02, -5.3737178911e-02
-1.8105752000e-02, -5.3737178911e-02
-1.8101664000e-02, -5.3737178911e-02
-1.8097576000e-02, -5.6179777952e-02
-1.8093488000e-02, -5.6179777952e-02
-1.8089400000e-02, -5.6179777952e-02
-1.8085312000e-02, -5.3737178911e-02
-1.8081224000e-02, -5.3737178911e-02
-1.8077136000e-02, -5.3737178911e-02
-1.8073048000e-02, -5.6179777952e-02
-1.8068960000e-02, -5.3737178911e-02
-1.8064872000e-02, -5.6179777952e-02
-1.8060784000e-02, -5.6179777952e-02
-1.8056696000e-02, -5.3737178911e-02
-1.8052608000e-02, -5.3737178911e-02
-1.8048520000e-02, -5.1294579869e-02
-1.8044432000e-02, -5.3737178911e-02
-1.8040344000e-02, -5.3737178911e-02
-1.8036256000e-02, -5.6179777952e-02
-1.8032168000e-02, -5.3737178911e-02
-1.8028080000e-02, -5.3737178911e-02
-1.8023992000e-02, -5.3737178911e-02
-1.8019904000e-02, -5.1294579869e-02
-1.8015816000e-02, -5.1294579869e-02
-1.8011728000e-02, -5.3737178911e-02
-1.8007640000e-02, -5.6179777952e-02
-1.8003552000e-02, -5.6179777952e-02
-1.7999464000e-02, -5.3737178911e-02
-1.7995376000e-02, -5.6179777952e-02
-1.7991288000e-02, -5.6179777952e-02
-1.7987200000e-02, -5.6179777952e-02
-1.7983112000e-02, -5.3737178911e-02
-1.7979024000e-02, -5.3737178911e-02
-1.7974936000e-02, -5.3737178911e-02
-1.7970848000e-02, -5.3737178911e-02
-1.7966760000e-02, -5.6179777952e-02
-1.7962672000e-02, -5.1294579869e-02
-1.7958584000e-02, -5.3737178911e-02
-1.7954496000e-02, -5.3737178911e-02
-1.7950408000e-02, -5.3737178911e-02
-1.7946320000e-02, -5.3737178911e-02
-1.7942232000e-02, -5.3737178911e-02
-1.7938144000e-02, -5.1294579869e-02
-1.7934056000e-02, -5.1294579869e-02
-1.7929968000e-02, -5.3737178911e-02
-1.7925880000e-02, -5.1294579869e-02
-1.7921792000e-02, -5.3737178911e-02
-1.7917704000e-02, -5.3737178911e-02
-1.7913616000e-02, -5.6179777952e-02
-1.7909528000e-02, -5.3737178911e-02
-1.7905440000e-02, -5.3737178911e-02
-1.7901352000e-02, -5.3737178911e-02
-1.7897264000e-02, -5.6179777952e-02
-1.7893176000e-02, -5.3737178911e-02
-1.7889088000e-02, -5.3737178911e-02
-1.7885000000e-02, -5.3737178911e-02
-1.7880912000e-02, -5.3737178911e-02
-1.7876824000e-02, -5.1294579869e-02
-1.7872736000e-02, -5.1294579869e-02
-1.7868648000e-02, -5.3737178911e-02
-1.7864560000e-02, -5.3737178911e-02
-1.7860472000e-02, -5.3737178911e-02
-1.7856384000e-02, -5.3737178911e-02
-1.7852296000e-02, -5.3737178911e-02
-1.7848208000e-02, -5.3737178911e-02
-1.7844120000e-02, -5.1294579869e-02
-1.7840032000e-02, -5.3737178911e-02
-1.7835944000e-02, -5.1294579869e-02
-1.7831856000e-02, -5.3737178911e-02
-1.7827768000e-02, -5.1294579869e-02
-1.7823680000e-02, -5.3737178911e-02
-1.7819592000e-02, -5.3737178911e-02
-1.7815504000e-02, -5.1294579869e-02
-1.7811416000e-02, -5.3737178911e-02
-1.7807328000e-02, -5.3737178911e-02
-1.7803240000e-02, -5.1294579869e-02
-1.7799152000e-02, -5.6179777952e-02
-1.7795064000e-02, -5.1294579869e-02
-1.7790976000e-02, -5.3737178911e-02
-1.7786888000e-02, -5.1294579869e-02
-1.7782800000e-02, -5.3737178911e-02
-1.7778712000e-02, -5.3737178911e-02
-1.7774624000e-02, -5.1294579869e-02
-1.7770536000e-02, -5.1294579869e-02
-1.7766448000e-02, -5.1294579869e-02
-1.7762360000e-02, -5.3737178911e-02
-1.7758272000e-02, -5.3737178911e-02
-1.7754184000e-02, -5.1294579869e-02
-1.7750096000e-02, -5.1294579869e-02
-1.7746008000e-02, -5.3737178911e-02
-1.7741920000e-02, -5.1294579869e-02
-1.7737832000e-02, -5.1294579869e-02
-1.7733744000e-02, -5.3737178911e-02
-1.7729656000e-02, -5.1294579869e-02
-1.7725568000e-02, -5.1294579869e-02
-1.7721480000e-02, -5.1294579869e-02
-1.7717392000e-02, -5.1294579869e-02
-1.7713304000e-02, -5.1294579869e-02
-1.7709216000e-02, -5.1294579869e-02
-1.7705128000e-02, -5.1294579869e-02
-1.7701040000e-02, -5.1294579869e-02
-1.7696952000e-02, -5.3737178911e-02
-1.7692864000e-02, -5.3737178911e-02
-1.7688776000e-02, -5.3737178911e-02
-1.7684688000e-02, -5.1294579869e-02
-1.7680600000e-02, -5.3737178911e-02
-1.7676512000e-02, -5.3737178911e-02
-1.7672424000e-02, -5.3737178911e-02
-1.7668336000e-02, -5.3737178911e-02
-1.7664248000e-02, -5.3737178911e-02
-1.7660160000e-02, -5.1294579869e-02
-1.7656072000e-02, -5.1294579869e-02
-1.7651984000e-02, -5.1294579869e-02
-1.7647896000e-02, -5.1294579869e-02
-1.7643808000e-02, -5.1294579869e-02
-1.7639720000e-02, -5.1294579869e-02
-1.7635632000e-02, -5.1294579869e-02
-1.7631544000e-02, -5.3737178911e-02
-1.7627456000e-02, -5.1294579869e-02
-1.7623368000e-02, -5.1294579869e-02
-1.7619280000e-02, -5.1294579869e-02
-1.7615192000e-02, -5.1294579869e-02
-1.7611104000e-02, -5.3737178911e-02
-1.7607016000e-02, -5.1294579869e-02
-1.7602928000e-02, -5.1294579869e-02
-1.7598840000e-02, -5.1294579869e-02
-1.7594752000e-02, -5.1294579869e-02
-1.7590664000e-02, -5.3737178911e-02
-1.7586576000e-02, -5.1294579869e-02
-1.7582488000e-02, -5.3737178911e-02
-1.7578400000e-02, -4.8851980828e-02
-1.7574312000e-02, -5.1294579869e-02
-1.7570224000e-02, -5.1294579869e-02
-1.7566136000e-02, -5.1294579869e-02
-1.7562048000e-02, -4.8851980828e-02
-1.7557960000e-02, -5.1294579869e-02
-1.7553872000e-02, -4.8851980828e-02
-1.7549784000e-02, -5.3737178911e-02
-1.7545696000e-02, -5.1294579869e-02
-1.7541608000e-02, -5.1294579869e-02
-1.7537520000e-02, -4.8851980828e-02
-1.7533432000e-02, -5.1294579869e-02
-1.7529344000e-02, -5.1294579869e-02
-1.7525256000e-02, -4.8851980828e-02
-1.7521168000e-02, -5.1294579869e-02
-1.7517080000e-02, -5.1294579869e-02
-1.7512992000e-02, -5.1294579869e-02
-1.7508904000e-02, -4.8851980828e-02
-1.7504816000e-02, -4.8851980828e-02
-1.7500728000e-02, -5.1294579869e-02
-1.7496640000e-02, -5.1294579869e-02
-1.7492552000e-02, -4.8851980828e-02
-1.7488464000e-02, -5.1294579869e-02
-1.7484376000e-02, -4.8851980828e-02
-1.7480288000e-02, -4.8851980828e-02
-1.7476200000e-02, -4.8851980828e-02
-1.7472112000e-02, -4.8851980828e-02
-1.7468024000e-02, -5.1294579869e-02
-1.7463936000e-02, -4.8851980828e-02
-1.7459848000e-02, -4.8851980828e-02
-1.7455760000e-02, -4.8851980828e-02
-1.7451672000e-02, -4.8851980828e-02
-1.7447584000e-02, -5.1294579869e-02
-1.7443496000e-02, -4.8851980828e-02
-1.7439408000e-02, -4.8851980828e-02
-1.7435320000e-02, -4.8851980828e-02
-1.7431232000e-02, -4.8851980828e-02
-1.7427144000e-02, -4.8851980828e-02
-1.7423056000e-02, -4.8851980828e-02
-1.7418968000e-02, -4.8851980828e-02
-1.7414880000e-02, -4.6409381786e-02
-1.7410792000e-02, -4.8851980828e-02
-1.7406704000e-02, -5.1294579869e-02
-1.7402616000e-02, -4.8851980828e-02
-1.7398528000e-02, -4.8851980828e-02
-1.7394440000e-02, -4.8851980828e-02
-1.7390352000e-02, -4.8851980828e-02
-1.7386264000e-02, -4.8851980828e-02
-1.7382176000e-02, -4.8851980828e-02
-1.7378088000e-02, -4.8851980828e-02
-1.7374000000e-02, -4.8851980828e-02
-1.7369912000e-02, -4.8851980828e-02
-1.7365824000e-02, -4.6409381786e-02
-1.7361736000e-02, -4.8851980828e-02
-1.7357648000e-02, -4.8851980828e-02
-1.7353560000e-02, -4.8851980828e-02
-1.7349472000e-02, -4.8851980828e-02
-1.7345384000e-02, -4.6409381786e-02
-1.7341296000e-02, -4.8851980828e-02
-1.7337208000e-02, -4.6409381786e-02
-1.7333120000e-02, -4.6409381786e-02
-1.7329032000e-02, -4.6409381786e-02
-1.7324944000e-02, -4.6409381786e-02
-1.7320856000e-02, -4.8851980828e-02
-1.7316768000e-02, -4.6409381786e-02
-1.7312680000e-02, -4.8851980828e-02
-1.7308592000e-02, -4.8851980828e-02
-1.7304504000e-02, -4.3966782745e-02
-1.7300416000e-02, -4.6409381786e-02
-1.7296328000e-02, -4.6409381786e-02
-1.7292240000e-02, -4.6409381786e-02
-1.7288152000e-02, -4.8851980828e-02
-1.7284064000e-02, -4.6409381786e-02
-1.7279976000e-02, -4.6409381786e-02
-1.7275888000e-02, -4.6409381786e-02
-1.7271800000e-02, -4.6409381786e-02
-1.7267712000e-02, -4.6409381786e-02
-1.7263624000e-02, -4.6409381786e-02
-1.7259536000e-02, -4.3966782745e-02
-1.7255448000e-02, -4.3966782745e-02
-1.7251360000e-02, -4.6409381786e-02
-1.7247272000e-02, -4.3966782745e-02
-1.7243184000e-02, -4.3966782745e-02
-1.7239096000e-02, -4.3966782745e-02
-1.7235008000e-02, -4.6409381786e-02
-1.7230920000e-02, -4.1524183704e-02
-1.7226832000e-02, -4.6409381786e-02
-1.7222744000e-02, -4.6409381786e-02
-1.7218656000e-02, -4.3966782745e-02
-1.7214568000e-02, -4.3966782745e-02
-1.7210480000e-02, -4.3966782745e-02
-1.7206392000e-02, -4.3966782745e-02
-1.7202304000e-02, -4.6409381786e-02
-1.7198216000e-02, -4.3966782745e-02
-1.7194128000e-02, -4.3966782745e-02
-1.7190040000e-02, -4.3966782745e-02
-1.7185952000e-02, -4.3966782745e-02
-1.7181864000e-02, -4.3966782745e-02
-1.7177776000e-02, -4.3966782745e-02
-1.7173688000e-02, -4.3966782745e-02
-1.7169600000e-02, -4.3966782745e-02
-1.7165512000e-02, -3.9081584662e-02
-1.7161424000e-02, -4.1524183704e-02
-1.7157336000e-02, -4.3966782745e-02
-1.7153248000e-02, -4.1524183704e-02
-1.7149160000e-02, -4.3966782745e-02
-1.7145072000e-02, -4.3966782745e-02
-1.7140984000e-02, -4.1524183704e-02
-1.7136896000e-02, -4.1524183704e-02
-1.7132808000e-02, -4.3966782745e-02
-1.7128720000e-02, -4.3966782745e-02
-1.7124632000e-02, -4.3966782745e-02
-1.7120544000e-02, -4.3966782745e-02
-1.7116456000e-02, -4.3966782745e-02
-1.7112368000e-02, -4.3966782745e-02
-1.7108280000e-02, -4.1524183704e-02
-1.7104192000e-02, -4.1524183704e-02
-1.7100104000e-02, -4.3966782745e-02
-1.7096016000e-02, -4.3966782745e-02
-1.7091928000e-02, -4.1524183704e-02
-1.7087840000e-02, -3.9081584662e-02
-1.7083752000e-02, -4.3966782745e-02
-1.7079664000e-02, -4.3966782745e-02
-1.7075576000e-02, -4.3966782745e-02
-1.7071488000e-02, -3.9081584662e-02
-1.7067400000e-02, -4.1524183704e-02
-1.7063312000e-02, -4.3966782745e-02
-1.7059224000e-02, -4.1524183704e-02
-1.7055136000e-02, -4.1524183704e-02
-1.7051048000e-02, -3.9081584662e-02
-1.7046960000e-02, -4.1524183704e-02
-1.7042872000e-02, -4.1524183704e-02
-1.7038784000e-02, -3.9081584662e-02
-1.7034696000e-02, -4.3966782745e-02
-1.7030608000e-02, -4.3966782745e-02
-1.7026520000e-02, -4.1524183704e-02
-1.7022432000e-02, -3.9081584662e-02
-1.7018344000e-02, -3.9081584662e-02
-1.7014256000e-02, -4.3966782745e-02
-1.7010168000e-02, -4.1524183704e-02
-1.7006080000e-02, -4.1524183704e-02
-1.7001992000e-02, -3.9081584662e-02
-1.6997904000e-02, -3.9081584662e-02
-1.6993816000e-02, -3.9081584662e-02
-1.6989728000e-02, -3.9081584662e-02
-1.6985640000e-02, -4.1524183704e-02
-1.6981552000e-02, -3.9081584662e-02
-1.6977464000e-02, -3.9081584662e-02
-1.6973376000e-02, -3.9081584662e-02
-1.6969288000e-02, -3.9081584662e-02
-1.6965200000e-02, -3.9081584662e-02
-1.6961112000e-02, -3.9081584662e-02
-1.6957024000e-02, -3.9081584662e-02
-1.6952936000e-02, -4.1524183704e-02
-1.6948848000e-02, -3.9081584662e-02
-1.6944760000e-02, -3.9081584662e-02
-1.6940672000e-02, -4.1524183704e-02
-1.6936584000e-02, -4.1524183704e-02
-1.6932496000e-02, -3.9081584662e-02
-1.6928408000e-02, -3.9081584662e-02
-1.6924320000e-02, -3.9081584662e-02
-1.6920232000e-02, -3.9081584662e-02
-1.6916144000e-02, -3.9081584662e-02
-1.6912056000e-02, -3.6638985621e-02
-1.6907968000e-02, -3.6638985621e-02
-1.6903880000e-02, -3.6638985621e-02
-1.6899792000e-02, -3.9081584662e-02
-1.6895704000e-02, -3.9081584662e-02
-1.6891616000e-02, -3.9081584662e-02
-1.6887528000e-02, -3.6638985621e-02
-1.6883440000e-02, -3.6638985621e-02
-1.6879352000e-02, -3.6638985621e-02
-1.6875264000e-02, -3.9081584662e-02
-1.6871176000e-02, -3.6638985621e-02
-1.6867088000e-02, -3.9081584662e-02
-1.6863000000e-02, -3.6638985621e-02
-1.6858912000e-02, -3.9081584662e-02
-1.6854824000e-02, -3.6638985621e-02
-1.6850736000e-02, -3.6638985621e-02
-1.6846648000e-02, -3.6638985621e-02
