% Moku:Go Oscilloscope
% Channel A (Input 1), AC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 50.00 ms, time offset -6.860 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-03-06 T 13:36:35 +0000
% Time (s), Channel A (Input 1) (V)
1.344952000000e-02, -3.419639e-02
1.349857600000e-02, -3.297509e-02
1.354763200000e-02, -3.175379e-02
1.359668800000e-02, -3.175379e-02
1.364574400000e-02, -3.053249e-02
1.369480000000e-02, -2.808989e-02
1.374385600000e-02, -2.686859e-02
1.379291200000e-02, -2.564729e-02
1.384196800000e-02, -2.442599e-02
1.389102400000e-02, -2.320469e-02
1.394008000000e-02, -2.076209e-02
1.398913600000e-02, -2.076209e-02
1.403819200000e-02, -1.831949e-02
1.408724800000e-02, -1.831949e-02
1.413630400000e-02, -1.587689e-02
1.418536000000e-02, -1.709819e-02
1.423441600000e-02, -1.465559e-02
1.428347200000e-02, -1.343429e-02
1.433252800000e-02, -1.343429e-02
1.438158400000e-02, -1.099170e-02
1.443064000000e-02, -1.099170e-02
1.447969600000e-02, -9.770396e-03
1.452875200000e-02, -8.549097e-03
1.457780800000e-02, -8.549097e-03
1.462686400000e-02, -6.106498e-03
1.467592000000e-02, -4.885198e-03
1.472497600000e-02, -4.885198e-03
1.477403200000e-02, -3.663899e-03
1.482308800000e-02, -2.442599e-03
1.487214400000e-02, -2.442599e-03
1.492120000000e-02, -1.221300e-03
1.497025600000e-02, 0.000000e+00
1.501931200000e-02, 1.221300e-03
1.506836800000e-02, 2.442599e-03
1.511742400000e-02, 3.663899e-03
1.516648000000e-02, 6.106498e-03
1.521553600000e-02, 7.327797e-03
1.526459200000e-02, 8.549097e-03
1.531364800000e-02, 9.770396e-03
1.536270400000e-02, 1.099170e-02
1.541176000000e-02, 1.099170e-02
1.546081600000e-02, 1.221300e-02
1.550987200000e-02, 1.221300e-02
1.555892800000e-02, 1.465559e-02
1.560798400000e-02, 1.587689e-02
1.565704000000e-02, 1.709819e-02
1.570609600000e-02, 1.709819e-02
1.575515200000e-02, 1.954079e-02
1.580420800000e-02, 2.076209e-02
1.585326400000e-02, 2.076209e-02
1.590232000000e-02, 2.198339e-02
1.595137600000e-02, 2.442599e-02
1.600043200000e-02, 2.564729e-02
1.604948800000e-02, 2.564729e-02
1.609854400000e-02, 2.686859e-02
1.614760000000e-02, 2.931119e-02
1.619665600000e-02, 2.931119e-02
1.624571200000e-02, 3.053249e-02
1.629476800000e-02, 3.297509e-02
1.634382400000e-02, 3.297509e-02
1.639288000000e-02, 3.419639e-02
1.644193600000e-02, 3.541769e-02
1.649099200000e-02, 3.663899e-02
1.654004800000e-02, 3.663899e-02
1.658910400000e-02, 4.030288e-02
1.663816000000e-02, 4.030288e-02
1.668721600000e-02, 4.274548e-02
1.673627200000e-02, 4.152418e-02
1.678532800000e-02, 4.396678e-02
1.683438400000e-02, 4.518808e-02
1.688344000000e-02, 4.640938e-02
1.693249600000e-02, 4.640938e-02
1.698155200000e-02, 4.763068e-02
1.703060800000e-02, 5.007328e-02
1.707966400000e-02, 5.007328e-02
1.712872000000e-02, 5.129458e-02
1.717777600000e-02, 5.129458e-02
1.722683200000e-02, 5.373718e-02
1.727588800000e-02, 5.251588e-02
1.732494400000e-02, 5.373718e-02
1.737400000000e-02, 5.495848e-02
1.742305600000e-02, 5.373718e-02
1.747211200000e-02, 5.373718e-02
1.752116800000e-02, 5.495848e-02
1.757022400000e-02, 5.617978e-02
1.761928000000e-02, 5.495848e-02
1.766833600000e-02, 5.617978e-02
1.771739200000e-02, 5.740108e-02
1.776644800000e-02, 5.617978e-02
1.781550400000e-02, 5.862238e-02
1.786456000000e-02, 5.740108e-02
1.791361600000e-02, 5.740108e-02
1.796267200000e-02, 5.862238e-02
1.801172800000e-02, 5.740108e-02
1.806078400000e-02, 5.862238e-02
1.810984000000e-02, 5.862238e-02
1.815889600000e-02, 5.862238e-02
1.820795200000e-02, 5.984368e-02
1.825700800000e-02, 5.984368e-02
1.830606400000e-02, 5.984368e-02
1.835512000000e-02, 6.228628e-02
1.840417600000e-02, 6.106498e-02
1.845323200000e-02, 5.984368e-02
1.850228800000e-02, 6.106498e-02
1.855134400000e-02, 6.106498e-02
1.860040000000e-02, 6.106498e-02
1.864945600000e-02, 6.106498e-02
1.869851200000e-02, 6.106498e-02
1.874756800000e-02, 6.106498e-02
1.879662400000e-02, 6.106498e-02
1.884568000000e-02, 6.106498e-02
1.889473600000e-02, 5.984368e-02
1.894379200000e-02, 6.228628e-02
1.899284800000e-02, 6.106498e-02
1.904190400000e-02, 6.228628e-02
1.909096000000e-02, 6.228628e-02
1.914001600000e-02, 6.106498e-02
1.918907200000e-02, 6.228628e-02
1.923812800000e-02, 6.106498e-02
1.928718400000e-02, 6.106498e-02
1.933624000000e-02, 6.228628e-02
1.938529600000e-02, 6.106498e-02
1.943435200000e-02, 6.106498e-02
1.948340800000e-02, 5.984368e-02
1.953246400000e-02, 6.106498e-02
1.958152000000e-02, 6.106498e-02
1.963057600000e-02, 5.984368e-02
1.967963200000e-02, 5.984368e-02
1.972868800000e-02, 5.984368e-02
1.977774400000e-02, 5.862238e-02
1.982680000000e-02, 5.862238e-02
1.987585600000e-02, 5.862238e-02
1.992491200000e-02, 5.617978e-02
1.997396800000e-02, 5.617978e-02
2.002302400000e-02, 5.617978e-02
2.007208000000e-02, 5.495848e-02
2.012113600000e-02, 5.495848e-02
2.017019200000e-02, 5.373718e-02
2.021924800000e-02, 5.251588e-02
2.026830400000e-02, 5.129458e-02
2.031736000000e-02, 5.129458e-02
2.036641600000e-02, 5.007328e-02
2.041547200000e-02, 4.763068e-02
2.046452800000e-02, 4.763068e-02
2.051358400000e-02, 4.763068e-02
2.056264000000e-02, 4.518808e-02
2.061169600000e-02, 4.518808e-02
2.066075200000e-02, 4.518808e-02
2.070980800000e-02, 4.274548e-02
2.075886400000e-02, 4.274548e-02
2.080792000000e-02, 4.274548e-02
2.085697600000e-02, 4.030288e-02
2.090603200000e-02, 4.030288e-02
2.095508800000e-02, 3.908158e-02
2.100414400000e-02, 3.663899e-02
2.105320000000e-02, 3.663899e-02
2.110225600000e-02, 3.419639e-02
2.115131200000e-02, 3.419639e-02
2.120036800000e-02, 3.175379e-02
2.124942400000e-02, 3.053249e-02
2.129848000000e-02, 2.931119e-02
2.134753600000e-02, 2.931119e-02
2.139659200000e-02, 2.564729e-02
2.144564800000e-02, 2.564729e-02
2.149470400000e-02, 2.442599e-02
2.154376000000e-02, 2.320469e-02
2.159281600000e-02, 2.198339e-02
2.164187200000e-02, 2.076209e-02
2.169092800000e-02, 2.076209e-02
2.173998400000e-02, 1.831949e-02
2.178904000000e-02, 1.831949e-02
2.183809600000e-02, 1.709819e-02
2.188715200000e-02, 1.587689e-02
2.193620800000e-02, 1.587689e-02
2.198526400000e-02, 1.465559e-02
2.203432000000e-02, 1.465559e-02
2.208337600000e-02, 1.465559e-02
2.213243200000e-02, 1.221300e-02
2.218148800000e-02, 1.221300e-02
2.223054400000e-02, 9.770396e-03
2.227960000000e-02, 8.549097e-03
2.232865600000e-02, 7.327797e-03
2.237771200000e-02, 7.327797e-03
2.242676800000e-02, 4.885198e-03
2.247582400000e-02, 6.106498e-03
2.252488000000e-02, 3.663899e-03
2.257393600000e-02, 3.663899e-03
2.262299200000e-02, 1.221300e-03
2.267204800000e-02, 0.000000e+00
2.272110400000e-02, -1.221300e-03
2.277016000000e-02, -2.442599e-03
2.281921600000e-02, -3.663899e-03
2.286827200000e-02, -4.885198e-03
2.291732800000e-02, -6.106498e-03
2.296638400000e-02, -6.106498e-03
2.301544000000e-02, -8.549097e-03
2.306449600000e-02, -8.549097e-03
2.311355200000e-02, -1.221300e-02
2.316260800000e-02, -1.099170e-02
2.321166400000e-02, -1.221300e-02
2.326072000000e-02, -1.343429e-02
2.330977600000e-02, -1.465559e-02
2.335883200000e-02, -1.465559e-02
2.340788800000e-02, -1.709819e-02
2.345694400000e-02, -1.709819e-02
2.350600000000e-02, -1.954079e-02
2.355505600000e-02, -2.198339e-02
2.360411200000e-02, -2.320469e-02
2.365316800000e-02, -2.320469e-02
2.370222400000e-02, -2.442599e-02
2.375128000000e-02, -2.564729e-02
2.380033600000e-02, -2.686859e-02
2.384939200000e-02, -2.931119e-02
2.389844800000e-02, -2.931119e-02
2.394750400000e-02, -3.053249e-02
2.399656000000e-02, -3.175379e-02
2.404561600000e-02, -3.297509e-02
2.409467200000e-02, -3.541769e-02
2.414372800000e-02, -3.663899e-02
2.419278400000e-02, -3.786029e-02
2.424184000000e-02, -3.908158e-02
2.429089600000e-02, -4.030288e-02
2.433995200000e-02, -4.152418e-02
2.438900800000e-02, -4.274548e-02
2.443806400000e-02, -4.518808e-02
2.448712000000e-02, -4.518808e-02
2.453617600000e-02, -4.518808e-02
2.458523200000e-02, -4.640938e-02
2.463428800000e-02, -4.640938e-02
2.468334400000e-02, -4.763068e-02
2.473240000000e-02, -4.763068e-02
2.478145600000e-02, -4.763068e-02
2.483051200000e-02, -4.885198e-02
2.487956800000e-02, -4.885198e-02
2.492862400000e-02, -5.129458e-02
2.497768000000e-02, -5.129458e-02
2.502673600000e-02, -5.007328e-02
2.507579200000e-02, -5.007328e-02
2.512484800000e-02, -5.129458e-02
2.517390400000e-02, -5.007328e-02
2.522296000000e-02, -4.885198e-02
2.527201600000e-02, -5.007328e-02
2.532107200000e-02, -5.007328e-02
2.537012800000e-02, -5.007328e-02
2.541918400000e-02, -5.129458e-02
2.546824000000e-02, -5.251588e-02
2.551729600000e-02, -5.251588e-02
2.556635200000e-02, -5.373718e-02
2.561540800000e-02, -5.373718e-02
2.566446400000e-02, -5.251588e-02
2.571352000000e-02, -5.495848e-02
2.576257600000e-02, -5.251588e-02
2.581163200000e-02, -5.495848e-02
2.586068800000e-02, -5.373718e-02
2.590974400000e-02, -5.373718e-02
2.595880000000e-02, -5.129458e-02
2.600785600000e-02, -5.373718e-02
2.605691200000e-02, -5.251588e-02
2.610596800000e-02, -5.495848e-02
2.615502400000e-02, -5.373718e-02
2.620408000000e-02, -5.373718e-02
2.625313600000e-02, -5.251588e-02
2.630219200000e-02, -5.373718e-02
2.635124800000e-02, -5.495848e-02
2.640030400000e-02, -5.495848e-02
2.644936000000e-02, -5.373718e-02
2.649841600000e-02, -5.373718e-02
2.654747200000e-02, -5.251588e-02
2.659652800000e-02, -5.251588e-02
2.664558400000e-02, -5.373718e-02
2.669464000000e-02, -5.373718e-02
2.674369600000e-02, -5.373718e-02
2.679275200000e-02, -5.373718e-02
2.684180800000e-02, -5.373718e-02
2.689086400000e-02, -5.373718e-02
2.693992000000e-02, -5.251588e-02
2.698897600000e-02, -5.373718e-02
2.703803200000e-02, -5.251588e-02
2.708708800000e-02, -5.373718e-02
2.713614400000e-02, -5.129458e-02
2.718520000000e-02, -5.251588e-02
2.723425600000e-02, -5.251588e-02
2.728331200000e-02, -5.007328e-02
2.733236800000e-02, -5.007328e-02
2.738142400000e-02, -4.885198e-02
2.743048000000e-02, -4.763068e-02
2.747953600000e-02, -4.763068e-02
2.752859200000e-02, -4.640938e-02
2.757764800000e-02, -4.518808e-02
2.762670400000e-02, -4.518808e-02
2.767576000000e-02, -4.396678e-02
2.772481600000e-02, -4.274548e-02
2.777387200000e-02, -4.152418e-02
2.782292800000e-02, -4.030288e-02
2.787198400000e-02, -4.030288e-02
2.792104000000e-02, -3.908158e-02
2.797009600000e-02, -3.908158e-02
2.801915200000e-02, -3.786029e-02
2.806820800000e-02, -3.786029e-02
2.811726400000e-02, -3.663899e-02
2.816632000000e-02, -3.663899e-02
2.821537600000e-02, -3.541769e-02
2.826443200000e-02, -3.297509e-02
2.831348800000e-02, -3.175379e-02
2.836254400000e-02, -3.175379e-02
2.841160000000e-02, -3.053249e-02
2.846065600000e-02, -3.053249e-02
2.850971200000e-02, -2.808989e-02
2.855876800000e-02, -2.686859e-02
2.860782400000e-02, -2.686859e-02
2.865688000000e-02, -2.686859e-02
2.870593600000e-02, -2.442599e-02
2.875499200000e-02, -2.442599e-02
2.880404800000e-02, -2.198339e-02
2.885310400000e-02, -2.076209e-02
2.890216000000e-02, -1.954079e-02
2.895121600000e-02, -1.709819e-02
2.900027200000e-02, -1.709819e-02
2.904932800000e-02, -1.587689e-02
2.909838400000e-02, -1.343429e-02
2.914744000000e-02, -1.465559e-02
2.919649600000e-02, -1.465559e-02
2.924555200000e-02, -1.221300e-02
2.929460800000e-02, -1.099170e-02
2.934366400000e-02, -1.099170e-02
2.939272000000e-02, -1.099170e-02
2.944177600000e-02, -9.770396e-03
2.949083200000e-02, -8.549097e-03
2.953988800000e-02, -7.327797e-03
2.958894400000e-02, -6.106498e-03
2.963800000000e-02, -4.885198e-03
2.968705600000e-02, -4.885198e-03
2.973611200000e-02, -3.663899e-03
2.978516800000e-02, -2.442599e-03
2.983422400000e-02, -1.221300e-03
2.988328000000e-02, 0.000000e+00
2.993233600000e-02, 1.221300e-03
2.998139200000e-02, 2.442599e-03
3.003044800000e-02, 2.442599e-03
3.007950400000e-02, 3.663899e-03
3.012856000000e-02, 4.885198e-03
3.017761600000e-02, 7.327797e-03
3.022667200000e-02, 8.549097e-03
3.027572800000e-02, 9.770396e-03
3.032478400000e-02, 1.099170e-02
3.037384000000e-02, 1.221300e-02
3.042289600000e-02, 1.465559e-02
3.047195200000e-02, 1.465559e-02
3.052100800000e-02, 1.465559e-02
3.057006400000e-02, 1.709819e-02
3.061912000000e-02, 1.831949e-02
3.066817600000e-02, 1.954079e-02
3.071723200000e-02, 2.076209e-02
3.076628800000e-02, 2.198339e-02
3.081534400000e-02, 2.198339e-02
3.086440000000e-02, 2.320469e-02
3.091345600000e-02, 2.564729e-02
3.096251200000e-02, 2.564729e-02
3.101156800000e-02, 2.808989e-02
3.106062400000e-02, 2.931119e-02
3.110968000000e-02, 2.931119e-02
3.115873600000e-02, 3.175379e-02
3.120779200000e-02, 3.297509e-02
3.125684800000e-02, 3.419639e-02
3.130590400000e-02, 3.541769e-02
3.135496000000e-02, 3.663899e-02
3.140401600000e-02, 3.786029e-02
3.145307200000e-02, 3.786029e-02
3.150212800000e-02, 4.030288e-02
3.155118400000e-02, 4.152418e-02
3.160024000000e-02, 4.152418e-02
3.164929600000e-02, 4.396678e-02
3.169835200000e-02, 4.518808e-02
3.174740800000e-02, 4.640938e-02
3.179646400000e-02, 4.640938e-02
3.184552000000e-02, 4.763068e-02
3.189457600000e-02, 4.763068e-02
3.194363200000e-02, 4.763068e-02
3.199268800000e-02, 5.007328e-02
3.204174400000e-02, 5.007328e-02
